Year-month,temp_mean_daily_min,temp_extremes_min,temp_mean_daily_max,mean_temp,max_temperature,mean_sunshine_hrs,wet_bulb_temperature,maximum_rainfall_in_a_day,total_rainfall,rh_extremes_minimum,mean_rh,no_of_rainy_days
2001-09-01,0.0,22.8,31.6,28.0,33.1,6.2,25.57583333333336,74.3,162.0,54.0,82.3,13.0
2001-10-01,0.0,22.6,31.4,27.6,34.0,4.4,25.4233870967742,77.2,252.2,47.0,83.7,20.0
2001-11-01,0.0,23.2,30.8,27.2,33.2,3.7,25.157083333333325,102.6,175.3,54.0,84.9,15.0
2001-12-01,0.0,22.2,30.7,26.7,33.2,4.5,24.942338709677443,211.1,609.0,55.0,86.8,20.0
2002-01-01,0.0,23.4,30.9,27.0,33.5,6.9,24.832795698924745,83.8,221.2,49.0,83.6,11.0
2002-02-01,0.0,22.1,31.3,27.3,32.5,7.4,24.705357142857164,41.7,50.8,53.0,80.9,2.0
2002-03-01,0.0,23.5,33.0,28.2,34.8,7.6,25.52849462365592,26.4,55.6,40.0,80.8,8.0
2002-04-01,0.0,23.0,33.0,28.6,34.3,6.6,26.137222222222256,39.4,116.5,50.0,82.3,13.0
2002-05-01,0.0,23.2,32.6,28.9,34.1,6.2,26.417473118279563,75.9,236.6,52.0,82.3,13.0
2002-06-01,0.0,23.7,32.1,28.7,33.3,6.3,26.222638888888888,45.8,83.1,56.0,82.1,12.0
2002-07-01,0.0,22.9,31.9,28.4,33.0,6.8,26.055107526881724,69.5,233.7,56.0,82.7,11.0
2002-08-01,0.0,22.4,31.9,28.5,33.6,6.7,25.624193548387073,17.8,54.2,50.0,79.2,14.0
2002-09-01,0.0,22.0,31.7,28.1,33.2,5.5,25.545555555555573,38.9,124.2,49.0,81.7,9.0
2002-10-01,0.0,24.1,33.0,28.7,34.6,6.2,25.838306451612905,3.2,10.8,42.0,79.8,7.0
2002-11-01,24.5,23.1,31.7,27.4,34.0,4.6,25.498333333333353,84.0,307.2,56.0,85.8,15.0
2002-12-01,24.7,23.0,31.3,27.2,33.0,4.8,25.680779569892465,38.6,255.0,56.0,88.7,24.0
2003-01-01,24.4,23.2,30.1,26.7,32.4,4.7,24.929704301075244,194.4,444.2,56.0,86.9,20.0
2003-02-01,24.4,22.8,30.8,27.1,32.6,5.8,25.08764880952385,82.2,172.9,55.0,85.0,13.0
2003-03-01,25.2,22.8,32.3,28.1,33.5,6.9,25.847043010752724,38.3,154.6,54.0,83.8,11.0
2003-04-01,25.3,23.4,32.1,27.9,33.7,5.1,26.094305555555557,42.9,159.9,48.0,86.7,20.0
2003-05-01,26.5,23.4,32.7,29.2,34.3,5.8,26.61290322580647,33.0,81.8,45.0,81.7,11.0
2003-06-01,26.0,22.4,32.7,28.9,34.3,7.0,25.949166666666674,23.2,50.3,36.0,78.5,12.0
2003-07-01,25.1,22.0,31.5,28.1,32.8,5.6,25.63454301075271,30.9,170.4,54.0,81.7,14.0
2003-08-01,25.5,23.0,31.8,28.2,33.1,6.1,25.92486559139783,64.4,193.6,48.0,83.1,13.0
2003-09-01,24.8,22.4,31.2,27.6,32.9,5.0,25.566666666666688,60.0,205.3,46.0,84.8,15.0
2003-10-01,24.5,22.6,31.1,27.6,33.0,5.1,25.548521505376367,56.6,351.4,54.0,84.9,21.0
2003-11-01,24.7,23.0,31.0,27.1,33.0,4.2,25.44305555555555,41.3,133.8,56.0,87.3,19.0
2003-12-01,24.3,22.3,29.9,26.5,32.2,3.9,24.871505376344096,92.1,273.0,60.0,87.2,17.0
2004-01-01,24.2,22.0,30.6,26.9,32.0,6.7,25.082258064516125,177.8,600.9,57.0,86.7,13.0
2004-02-01,24.7,22.6,32.0,27.6,34.0,7.7,24.958189655172426,19.2,31.9,51.0,80.5,4.0
2004-03-01,24.7,22.2,32.2,27.7,33.7,4.8,25.739919354838676,122.8,269.4,56.0,85.8,16.0
2004-04-01,26.1,24.4,33.3,28.9,35.1,7.0,26.369027777777777,18.1,57.1,46.0,82.3,9.0
2004-05-01,26.4,23.6,32.8,28.9,34.3,6.0,26.447580645161295,73.4,137.6,51.0,82.1,13.0
2004-06-01,26.1,22.5,32.4,29.0,33.7,6.3,26.1836111111111,68.1,127.2,49.0,79.8,8.0
2004-07-01,24.5,21.1,30.8,27.3,32.9,4.2,25.388172043010737,34.3,166.6,56.0,85.3,20.0
2004-08-01,25.4,22.1,31.7,28.3,33.5,7.3,25.537365591397847,111.5,185.2,47.0,80.3,8.0
2004-09-01,25.0,23.4,31.7,27.8,33.1,5.9,25.570277777777783,29.1,128.9,50.0,83.6,14.0
2004-10-01,25.0,23.2,31.6,27.8,34.2,5.0,25.57338709677418,25.3,125.6,43.0,83.9,13.0
2004-11-01,24.6,22.8,31.4,27.3,32.5,5.8,25.413749999999983,62.4,166.2,56.0,86.1,15.0
2004-12-01,24.5,23.0,30.1,26.8,32.7,4.9,24.872446236559142,36.4,139.8,58.0,85.2,14.0
2005-01-01,23.9,22.5,30.2,26.6,32.4,6.5,24.395967741935486,96.7,163.2,49.0,83.3,8.0
2005-02-01,25.3,23.5,33.4,28.5,34.7,9.1,25.330357142857153,7.2,8.4,45.0,77.7,3.0
2005-03-01,25.4,23.0,33.3,28.5,35.0,7.2,25.705779569892453,20.5,82.4,47.0,80.3,12.0
2005-04-01,25.7,23.0,33.0,28.7,35.1,7.0,26.036805555555596,49.6,81.7,42.0,81.0,10.0
2005-05-01,25.2,22.6,32.4,28.5,35.4,5.5,26.366532258064506,58.7,331.1,47.0,84.6,20.0
2005-06-01,26.1,23.6,32.0,28.8,33.9,5.4,26.405694444444464,27.6,82.3,50.0,82.7,15.0
2005-07-01,25.2,21.3,31.4,28.0,33.9,5.4,25.84986559139784,26.3,104.0,53.0,84.0,15.0
2005-08-01,25.5,22.5,31.5,28.2,33.6,6.5,25.90013440860218,13.8,58.5,54.0,82.9,13.0
2005-09-01,25.2,21.8,32.0,28.2,33.1,6.2,25.996111111111112,43.4,175.7,53.0,84.2,18.0
2005-10-01,24.7,23.0,31.3,27.6,33.0,5.1,25.58185483870967,76.2,314.5,57.0,85.2,19.0
2005-11-01,24.4,22.6,30.8,27.3,33.6,4.4,25.432361111111113,133.8,362.9,56.0,86.4,23.0
2005-12-01,24.6,22.0,31.0,27.3,33.5,4.5,25.326478494623668,47.3,166.0,55.0,85.6,19.0
2006-01-01,24.1,22.1,30.0,26.5,32.0,4.8,24.865591397849503,131.7,454.4,56.0,87.8,20.0
2006-02-01,24.8,23.3,31.5,27.5,33.3,7.4,25.37842261904764,44.5,115.5,58.0,84.0,8.0
2006-03-01,25.2,23.6,33.1,28.3,34.6,7.1,25.69220430107528,35.7,83.1,48.0,81.3,9.0
2006-04-01,24.8,23.4,32.1,27.6,34.1,5.3,25.854444444444436,43.3,239.8,53.0,87.0,18.0
2006-05-01,25.4,23.6,32.0,28.1,33.8,5.0,26.103629032258077,36.6,205.7,52.0,85.2,14.0
2006-06-01,25.1,23.0,31.0,27.8,32.7,5.5,25.991527777777765,37.3,236.8,59.0,86.3,16.0
2006-07-01,25.7,22.6,31.5,28.4,33.1,6.9,26.211559139784956,54.8,153.8,58.0,83.8,15.0
2006-08-01,25.5,22.1,31.5,28.3,33.1,6.7,25.854569892473116,30.4,127.3,52.0,81.9,14.0
2006-09-01,25.4,22.7,31.4,28.0,32.8,5.3,25.404861111111106,32.2,83.3,49.0,81.0,12.0
2006-10-01,25.4,23.5,32.2,28.3,33.6,4.8,25.6932795698925,37.8,102.0,44.0,80.9,8.0
2006-11-01,24.5,23.5,31.4,27.3,33.2,5.6,25.55041666666666,64.0,185.6,59.0,87.4,18.0
2006-12-01,24.3,22.4,30.0,26.6,32.7,3.2,25.122177419354852,198.0,765.9,54.0,88.5,22.0
2007-01-01,24.2,23.1,29.8,26.5,32.7,4.1,24.72083333333329,143.8,450.1,55.0,86.8,20.0
2007-02-01,24.5,23.3,31.5,27.3,33.3,7.6,24.870535714285708,51.4,105.5,51.0,82.5,3.0
2007-03-01,24.6,22.5,31.5,27.5,33.5,5.8,25.420430107526887,68.8,269.1,47.0,84.9,21.0
2007-04-01,25.2,22.2,32.0,28.1,33.7,5.9,26.009861111111128,102.4,240.2,50.0,84.7,14.0
2007-05-01,25.3,22.7,31.6,28.3,33.4,5.5,26.22123655913978,21.9,127.2,60.0,84.8,16.0
2007-06-01,25.4,21.8,32.1,28.4,34.0,6.0,26.05958333333332,38.0,139.0,50.0,82.8,12.0
2007-07-01,25.1,22.6,30.6,27.7,33.0,3.8,25.697580645161253,23.0,141.7,57.0,84.8,19.0
2007-08-01,25.0,22.9,30.9,27.7,32.5,5.7,25.425268817204287,55.9,190.7,58.0,82.9,20.0
2007-09-01,25.0,23.0,31.0,27.8,32.6,5.8,25.59319444444447,52.1,149.0,53.0,83.3,13.0
2007-10-01,24.9,22.6,31.6,27.8,33.7,5.6,25.488575268817247,51.8,237.2,49.0,83.2,16.0
2007-11-01,24.0,22.1,30.8,26.9,33.5,3.5,25.10583333333334,60.1,367.9,55.0,86.5,21.0
2007-12-01,24.1,22.1,30.1,26.4,31.8,4.5,24.704301075268837,159.0,468.6,49.0,86.8,20.0
2008-01-01,24.3,22.9,30.7,26.8,33.5,6.1,24.90336021505381,123.1,262.6,55.0,86.0,19.0
2008-02-01,24.0,22.4,30.9,26.7,33.4,5.5,24.427298850574708,48.5,129.2,49.0,82.9,8.0
2008-03-01,24.0,21.8,30.1,26.5,32.7,4.3,24.830510752688163,48.1,294.1,61.0,87.1,16.0
2008-04-01,25.1,23.4,31.9,28.1,33.3,6.0,25.641805555555564,34.2,87.2,56.0,82.0,13.0
2008-05-01,26.0,22.1,32.2,28.8,34.1,6.6,25.849596774193564,42.3,124.9,47.0,79.1,11.0
2008-06-01,25.3,22.0,31.4,28.2,32.9,5.6,25.663333333333316,45.2,118.3,54.0,81.5,12.0
2008-07-01,25.1,22.7,30.8,27.8,32.7,4.9,25.31115591397846,23.5,89.1,52.0,81.3,15.0
2008-08-01,24.7,22.6,30.9,27.4,32.7,5.5,25.28440860215052,133.9,327.3,55.0,83.8,18.0
2008-09-01,24.6,22.1,31.1,27.7,32.9,5.1,25.344722222222238,43.5,164.4,52.0,82.7,18.0
2008-10-01,25.0,23.1,31.4,27.6,33.3,4.5,25.546505376344108,41.6,159.5,58.0,84.9,19.0
2008-11-01,24.5,22.5,31.2,27.3,33.0,4.0,25.379583333333308,63.3,324.3,58.0,85.9,16.0
2008-12-01,24.3,22.1,30.5,26.9,32.6,4.8,24.69059139784944,52.0,244.2,52.0,83.7,17.0
2009-01-01,24.2,23.2,30.7,26.8,32.6,6.6,23.98279569892475,36.0,38.3,50.0,79.1,5.0
2009-02-01,24.2,23.1,32.3,27.3,35.0,6.4,24.64627976190474,74.2,201.8,42.0,80.7,8.0
2009-03-01,24.1,22.3,31.4,27.2,33.2,5.5,25.20000000000004,56.3,223.3,54.0,85.4,19.0
2009-04-01,25.4,22.9,32.3,28.5,34.7,6.2,26.00069444444445,86.6,183.7,48.0,82.2,12.0
2009-05-01,25.3,21.8,32.2,28.7,33.6,6.6,26.36666666666667,41.3,198.6,52.0,83.0,17.0
2009-06-01,26.2,24.0,32.6,29.1,33.7,7.0,26.281666666666695,5.8,21.8,53.0,79.8,8.0
2009-07-01,25.3,22.1,31.7,28.3,33.1,6.2,25.600268817204302,24.4,161.0,56.0,80.8,16.0
2009-08-01,25.6,22.6,31.7,28.3,33.5,6.5,25.64354838709679,35.5,177.8,51.0,80.7,12.0
2009-09-01,25.5,23.1,31.7,28.3,33.0,5.6,25.86611111111115,63.0,109.6,53.0,82.0,13.0
2009-10-01,25.2,23.4,32.1,28.2,33.9,5.4,25.8614247311828,38.4,133.4,49.0,82.8,15.0
2009-11-01,24.8,23.5,31.5,27.2,34.1,4.7,25.274583333333364,61.4,281.8,51.0,85.6,23.0
2009-12-01,24.6,23.2,30.7,27.1,32.6,4.7,25.26169354838713,42.6,189.8,61.0,86.3,18.0
2010-01-01,24.4,21.8,31.2,27.5,32.3,7.1,25.016397849462358,24.5,69.5,50.0,82.1,10.0
2010-02-01,25.5,23.8,33.5,28.9,35.2,8.8,25.641964285714298,2.9,6.3,47.0,77.3,4.0
2010-03-01,25.1,22.8,33.1,28.6,35.5,6.1,25.731989247311855,57.6,238.0,46.0,79.9,11.0
2010-04-01,25.0,22.5,32.8,28.6,34.5,6.2,26.349444444444437,40.0,158.5,55.0,84.1,18.0
2010-05-01,25.9,22.9,33.2,29.2,35.2,6.5,26.713575268817205,90.5,157.5,50.0,82.2,17.0
2010-06-01,25.2,23.0,31.4,28.3,33.5,5.1,26.118750000000027,43.0,240.5,55.0,83.9,19.0
2010-07-01,24.6,22.4,30.9,27.7,33.4,4.6,25.64973118279568,121.1,298.5,48.0,84.8,18.0
2010-08-01,24.6,22.0,31.2,27.9,33.1,5.4,25.741263440860227,60.2,158.4,50.0,84.2,16.0
2010-09-01,24.9,22.6,31.8,28.0,33.2,5.7,25.610833333333364,28.0,121.5,50.0,82.5,13.0
2010-10-01,25.1,22.6,31.7,28.3,34.1,4.2,25.80282258064515,58.1,166.2,43.0,82.3,17.0
2010-11-01,24.2,21.7,31.6,27.4,33.1,5.0,25.448611111111116,41.6,278.8,52.0,85.9,21.0
2010-12-01,23.9,22.3,30.8,26.8,33.6,3.6,24.836290322580645,85.8,181.4,54.0,85.3,14.0
2011-01-01,23.5,21.6,29.7,26.3,32.4,4.5,24.433467741935473,216.2,513.2,57.0,85.8,17.0
2011-02-01,24.1,23.2,31.7,27.3,33.5,7.5,24.691517857142884,17.4,23.0,41.0,81.1,8.0
2011-03-01,23.9,21.9,31.3,27.1,33.5,4.6,25.072311827956998,54.0,256.6,47.0,85.5,22.0
2011-04-01,24.6,21.4,31.9,27.9,33.1,7.2,25.69000000000004,61.8,217.8,55.0,83.9,12.0
2011-05-01,25.2,23.4,32.4,28.5,35.3,5.9,26.479166666666643,34.2,127.0,46.0,85.3,15.0
2011-06-01,25.2,22.2,31.3,28.4,33.1,5.0,26.138750000000037,82.0,213.0,56.0,83.7,15.0
2011-07-01,25.5,22.2,31.9,28.7,32.9,7.8,26.110483870967748,30.0,76.6,59.0,81.3,7.0
2011-08-01,25.6,23.3,31.0,27.9,32.5,6.1,25.560483870967737,30.2,81.4,52.0,82.6,13.0
2011-09-01,25.1,21.5,30.9,27.8,32.4,5.1,25.509861111111114,40.4,136.4,51.0,82.7,14.0
2011-10-01,24.7,22.5,31.0,27.3,32.5,5.3,25.50819892473119,54.0,216.8,55.0,87.4,20.0
2011-11-01,24.6,22.8,31.1,27.1,32.5,4.6,25.45347222222222,78.6,377.8,55.0,87.8,24.0
2011-12-01,24.5,22.8,29.9,26.6,32.3,3.3,25.06263440860213,87.4,284.6,57.0,88.4,21.0
2012-01-01,24.3,21.5,30.6,26.7,32.5,6.0,25.007930107526864,26.2,106.1,59.0,87.3,16.0
2012-02-01,24.8,22.7,31.1,27.2,32.9,7.0,25.257183908046,38.4,83.6,55.0,85.6,11.0
2012-03-01,24.4,21.1,31.1,27.0,33.2,4.2,25.314247311827945,92.3,313.4,58.0,87.3,21.0
2012-04-01,24.8,21.9,31.4,27.6,32.9,5.8,25.571111111111126,48.4,260.6,54.0,85.1,20.0
2012-05-01,24.8,22.0,31.7,28.2,33.7,5.6,25.842473118279603,79.2,292.0,52.0,83.1,19.0
2012-06-01,26.3,22.8,31.6,28.7,32.7,6.0,25.799305555555556,38.2,53.0,49.0,79.0,8.0
2012-07-01,25.3,22.9,30.8,27.7,32.1,6.2,25.18494623655917,35.4,130.8,48.0,81.1,17.0
2012-08-01,25.4,23.1,31.0,27.9,32.7,6.1,25.202016129032273,31.0,119.0,54.0,79.8,12.0
2012-09-01,25.3,22.5,31.3,27.9,32.7,5.6,25.150555555555588,35.8,107.6,49.0,79.7,10.0
2012-10-01,25.2,23.5,31.7,27.7,33.1,5.9,25.155779569892474,22.6,122.2,51.0,81.3,13.0
2012-11-01,24.7,23.4,31.4,27.1,32.8,4.4,25.138472222222212,49.2,208.2,51.0,85.4,22.0
2012-12-01,24.4,22.2,30.6,26.7,32.2,3.6,24.97849462365589,78.8,363.4,61.0,87.0,22.0
2013-01-01,24.6,21.6,30.8,27.1,35.2,6.0,24.628494623655918,73.0,262.0,42.0,82.1,15.0
2013-02-01,24.3,21.5,30.1,26.5,32.5,4.0,24.792857142857137,95.2,395.2,54.0,86.9,22.0
2013-03-01,25.6,23.9,32.4,28.3,33.8,7.5,25.54973118279573,29.6,85.8,48.0,80.4,10.0
2013-04-01,25.3,22.1,32.1,28.2,34.9,5.2,25.81624999999996,41.6,159.4,46.0,82.7,19.0
2013-05-01,25.6,22.9,31.8,28.2,33.9,5.4,25.848387096774225,46.2,211.4,45.0,83.1,17.0
2013-06-01,25.9,22.6,32.6,29.0,34.5,6.4,25.303888888888864,22.4,111.4,36.0,74.6,12.0
2013-07-01,25.2,22.9,31.1,27.8,33.5,5.7,25.04193548387097,37.4,174.6,43.0,79.9,15.0
2013-08-01,25.1,21.6,31.0,27.9,32.8,6.1,25.04422043010754,43.2,165.6,50.0,79.0,15.0
2013-09-01,24.8,21.9,30.6,27.5,32.9,4.6,25.01291666666663,52.6,257.0,48.0,81.3,19.0
2013-10-01,24.6,20.9,31.4,27.7,33.2,6.3,24.95766129032258,139.8,285.4,42.0,79.9,19.0
2013-11-01,24.5,22.9,31.3,27.1,32.9,4.5,25.066666666666663,44.0,292.4,51.0,84.6,22.0
2013-12-01,24.1,21.2,30.2,26.5,33.7,3.5,24.609139784946272,119.8,348.2,45.0,85.8,21.0
2014-01-01,24.0,22.4,29.6,26.2,31.8,5.3,23.391129032258053,31.2,75.4,49.0,78.5,5.0
2014-02-01,24.5,22.4,31.9,27.2,33.8,8.8,23.708333333333336,0.2,0.2,43.0,74.5,1.0
2014-03-01,25.1,23.6,32.8,27.9,34.4,8.0,24.54462365591397,52.6,66.0,38.0,76.0,6.0
2014-04-01,25.5,22.8,32.4,28.2,34.5,5.7,25.46180555555553,28.8,110.0,44.0,80.0,17.0
2014-05-01,25.8,23.0,32.1,28.6,33.8,5.8,25.8114247311828,22.2,125.8,48.0,80.2,18.0
2014-06-01,26.3,23.0,32.1,29.0,33.6,6.0,25.880972222222237,18.8,71.4,45.0,77.5,11.0
2014-07-01,25.8,21.1,31.6,28.7,33.2,5.5,25.70470430107525,29.0,148.6,53.0,78.3,15.0
2014-08-01,25.2,22.0,30.4,27.7,31.9,4.5,24.93319892473119,44.2,241.0,53.0,79.7,20.0
2014-09-01,25.7,22.4,31.8,28.5,33.2,7.0,25.079583333333343,34.6,83.6,37.0,75.6,9.0
2014-10-01,25.7,24.0,32.1,28.4,34.1,6.0,25.170295698924726,32.8,120.0,40.0,77.0,10.0
2014-11-01,24.8,22.2,31.6,27.5,33.4,5.4,25.09472222222225,64.4,250.8,53.0,82.4,23.0
2014-12-01,24.7,22.4,30.6,27.0,33.6,3.7,24.71545698924731,48.2,245.6,51.0,82.6,17.0
2015-01-01,24.6,23.3,30.7,26.9,32.4,7.4,23.837768817204335,33.6,79.6,49.0,77.6,6.0
2015-02-01,24.4,23.1,31.3,27.0,33.6,7.3,23.633035714285725,10.8,18.8,49.0,75.4,6.0
2015-03-01,25.5,23.4,32.5,28.2,34.4,7.3,24.76586021505382,46.0,84.4,47.0,75.8,5.0
2015-04-01,25.9,24.0,33.2,28.6,34.4,7.2,25.37305555555557,18.8,73.2,48.0,77.1,13.0
2015-05-01,26.4,24.0,32.2,28.7,34.2,5.8,25.79556451612904,22.2,89.0,46.0,78.9,12.0
2015-06-01,26.6,24.2,32.0,29.0,34.3,6.7,25.58625,28.4,95.8,42.0,75.8,10.0
2015-07-01,26.7,22.1,31.9,29.1,32.7,7.1,25.544220430107515,45.8,116.8,51.0,74.9,13.0
2015-08-01,26.0,22.6,31.2,28.4,33.1,6.1,25.17755376344087,63.2,185.8,40.0,76.7,11.0
2015-09-01,26.5,23.1,31.7,28.7,33.2,4.3,25.183611111111126,18.4,61.6,40.0,75.0,8.0
2015-10-01,26.1,21.9,32.2,28.7,33.6,4.7,25.21276881720431,28.6,87.2,35.0,75.4,9.0
2015-11-01,25.5,23.7,32.1,28.0,33.6,4.8,25.090416666666684,25.8,72.6,47.0,79.1,13.0
2015-12-01,25.0,22.5,31.5,27.7,33.1,5.3,25.130376344086013,40.4,302.3,49.0,81.1,19.0
2016-01-01,26.0,22.9,31.8,28.3,32.8,7.2,25.472580645161333,39.6,126.6,55.0,79.6,15.0
2016-02-01,25.6,23.3,31.1,27.8,32.7,6.5,24.93850574712645,71.8,186.0,55.0,78.8,10.0
2016-03-01,26.6,25.4,33.1,29.0,34.1,8.0,25.404569892473074,2.4,6.2,47.0,74.7,6.0
2016-04-01,26.7,25.3,33.4,29.4,35.0,7.0,25.945277777777772,18.2,89.8,46.0,75.6,14.0
2016-05-01,26.5,23.9,33.0,29.3,34.6,6.2,26.075806451612863,54.8,193.8,48.0,77.4,12.0
2016-06-01,26.1,22.5,31.6,28.5,33.4,5.4,25.419166666666644,67.8,162.8,45.0,77.7,13.0
2016-07-01,25.8,22.5,31.7,28.4,33.4,6.3,25.25954301075266,59.4,168.6,48.0,77.3,20.0
2016-08-01,26.2,22.1,31.8,28.9,33.8,6.7,25.236155913978486,30.6,139.2,41.0,74.0,15.0
2016-09-01,25.1,22.6,32.0,28.3,34.4,5.5,24.610138888888876,34.0,118.9,33.0,73.9,15.0
2016-10-01,25.2,21.6,32.1,28.3,34.6,4.6,24.352822580645146,75.4,181.0,38.0,72.0,16.0
2016-11-01,24.9,22.7,30.7,27.4,32.6,3.5,24.353194444444448,65.6,290.2,46.0,77.6,20.0
2016-12-01,24.7,23.0,31.6,27.4,33.6,5.1,23.57083333333333,73.0,292.6,34.0,72.8,23.0
2017-01-01,24.7,21.8,30.7,26.9,33.7,4.8,24.89301075268821,60.6,197.6,44.0,84.8,21.0
2017-02-01,24.7,22.6,30.7,26.9,32.4,7.1,24.679464285714296,31.0,158.4,59.0,83.2,15.0
2017-03-01,24.9,22.9,31.1,27.4,33.3,6.1,24.98844086021502,30.2,136.2,52.0,82.5,11.0
2017-04-01,25.0,22.8,31.8,27.8,34.4,5.3,25.546388888888885,42.8,208.6,50.0,83.5,21.0
2017-05-01,25.9,23.6,31.4,28.5,32.8,5.9,26.114650537634397,44.8,190.0,57.0,82.8,15.0
2017-06-01,25.9,22.2,31.6,28.5,33.0,6.3,25.7584722222222,29.6,106.0,51.0,80.2,10.0
2017-07-01,26.0,23.5,31.0,28.3,32.4,7.0,25.505779569892468,30.2,79.6,57.0,79.6,9.0
2017-08-01,25.9,23.7,31.0,28.1,33.0,6.1,25.390591397849466,29.4,84.2,54.0,79.9,18.0
2017-09-01,25.4,22.3,31.2,28.0,32.4,5.7,25.38055555555556,20.2,124.4,55.0,81.0,19.0
2017-10-01,25.3,23.5,31.6,27.9,34.6,5.5,25.47970430107525,31.2,120.8,45.0,82.5,18.0
2017-11-01,24.6,23.1,30.8,27.1,32.5,4.2,25.230000000000008,45.2,268.6,60.0,86.3,24.0
2017-12-01,24.6,23.2,30.8,27.0,33.5,5.6,25.01008064516126,69.8,371.2,51.0,85.2,23.0
2018-01-01,24.0,21.3,29.8,26.1,33.2,4.1,24.3454301075269,45.8,287.0,44.0,86.6,25.0
2018-02-01,24.8,23.5,31.2,27.2,33.5,8.0,24.058630952380952,13.0,14.8,49.0,77.2,5.0
2018-03-01,25.4,23.6,32.4,28.0,34.2,6.4,24.9653225806452,15.2,44.6,49.0,78.4,10.0
2018-04-01,25.8,22.6,33.2,28.5,35.0,6.8,25.470000000000002,14.0,61.2,39.0,78.5,14.0
2018-05-01,26.2,23.6,32.4,28.7,34.2,5.8,25.722446236559158,47.4,132.2,43.0,79.0,19.0
2018-06-01,25.6,22.9,31.3,28.4,33.4,4.1,25.570972222222224,46.8,182.6,51.0,79.3,17.0
2018-07-01,26.0,21.9,31.3,28.5,33.0,6.1,25.403091397849455,32.4,143.2,50.0,77.7,10.0
2018-08-01,26.1,21.9,31.7,28.5,33.2,6.7,25.324596774193544,34.6,121.6,39.0,77.0,11.0
2018-09-01,25.3,21.4,31.2,28.0,33.0,6.0,24.816250000000007,45.0,144.4,48.0,77.1,13.0
2018-10-01,25.2,22.5,31.9,27.9,34.5,6.1,25.08387096774194,60.6,234.4,33.0,79.7,18.0
2018-11-01,24.6,22.4,31.0,27.3,33.4,3.8,25.046388888888902,20.6,169.6,53.0,83.2,27.0
2018-12-01,25.3,23.6,31.6,27.6,33.8,5.1,25.06532258064516,43.8,172.6,47.0,81.5,19.0
2019-01-01,25.6,23.5,31.7,28.0,33.4,7.1,24.605376344086025,38.2,63.6,47.0,75.6,9.0
2019-02-01,25.4,21.9,32.8,28.2,34.1,9.2,24.581696428571437,13.4,31.6,46.0,74.1,5.0
2019-03-01,25.6,22.3,33.5,28.7,34.8,8.3,24.73749999999996,29.0,72.2,40.0,72.3,6.0
2019-04-01,25.9,22.7,32.7,28.6,34.5,5.9,25.502777777777787,52.4,174.8,48.0,77.6,9.0
2019-05-01,26.5,22.8,32.7,29.3,34.7,7.0,26.341935483870955,17.2,69.0,52.0,79.2,13.0
2019-06-01,26.1,23.3,31.3,28.4,33.0,5.3,25.61277777777778,37.6,173.8,47.0,79.5,16.0
2019-07-01,26.9,23.9,32.1,29.0,33.4,7.5,25.54650537634412,6.6,12.2,45.0,75.2,8.0
2019-08-01,27.1,24.5,32.7,29.1,34.0,7.6,25.147580645161295,3.8,11.8,35.0,72.1,6.0
2019-09-01,26.6,22.9,33.0,29.0,34.3,6.7,25.176666666666673,16.4,22.8,37.0,73.0,4.0
2019-10-01,25.3,22.9,32.7,28.1,34.4,6.5,25.083064516129056,92.2,176.8,38.0,78.1,15.0
2019-11-01,25.4,22.9,32.3,28.0,34.4,5.5,25.12819444444444,73.4,137.4,45.0,79.2,15.0
2019-12-01,24.6,22.7,30.1,26.7,32.3,4.8,24.58131720430107,74.2,421.5,47.0,83.9,14.0
2020-01-01,25.2,23.8,31.7,27.7,32.8,7.1,24.69072580645162,38.0,88.4,43.0,77.9,6.0
2020-02-01,25.3,23.7,31.7,27.9,33.1,8.3,24.543390804597713,23.8,65.0,45.0,76.0,8.0
2020-03-01,25.9,24.1,32.9,28.6,34.0,7.6,25.122580645161307,47.4,108.8,44.0,75.2,8.0
