5_Resource uncertainty,10_Region,11_Basin name,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,75_Temperature (original) (deg. F),76_Pressure_Temp_depth (ft TVDSS),77_Pressure (original) (psi),82_Drive mechanism (main),117_Reservoir top subsea depth (ft TVDSS),149_Reservoir period,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),204_Porosity (matrix average) (%),218_API gravity (average) (deg. API),293_Original in-place oil equivalent (MMBOE),225_Viscosity (oil average) (cp),252_GOR (initial average) (SCF/STB),307_Recovery factor (ultimate oil) (%)
1P ,LATIN AMERICA,MIDDLE MAGDALENA,1720.0,10.7,59921.0,ONSHORE,100.0,1600.0,750.0,GAS DRIVE,2000.0,NEOGENE/PALEOGENE,2300.0,0.3,27.0,24.0,3900.0,12.0,150.0,25.6
1P ,LATIN AMERICA,CHACO,82.0,50.0,7600.0,ONSHORE,208.46866011396597,6000.0,3750.0,AQUIFER DRIVE,7320.0,CARBONIFEROUS,200.0,0.6,23.0,42.0,51.6,0.45,500.0,48.0
1P ,LATIN AMERICA,CHACO,22.0,50.0,5000.0,ONSHORE,208.46866011396597,6000.0,3700.0,GAS DRIVE,7320.0,CARBONIFEROUS,394.0,0.21,21.0,42.0,33.8,0.45,500.0,48.0
1P ,LATIN AMERICA,CUYO,4.0,0.0,673.0,ONSHORE,230.0,6000.0,2600.0,GAS DRIVE,3280.0,TRIASSIC,200.0,0.6,20.1,29.0,1000.0,10.0,84.0,44.0
1P ,LATIN AMERICA,CUYO,405.0,0.0,5000.0,ONSHORE,230.0,6000.0,2600.0,GAS DRIVE,3035.0,JURASSIC/TRIASSIC,1800.0,0.05,18.0,29.5,1271.0,8.0,115.0,36.5
1P ,LATIN AMERICA,ESPIRITO SANTO,74.0,12.0,10202.0,ONSHORE,166.0,5052.49,2247.0,AQUIFER DRIVE,4822.83,PALEOGENE,295.28,0.24,23.0,30.0,67.0,1.5,438.0,49.2
1P ,LATIN AMERICA,MARACAIBO,101.0,22.0,19600.0,OFFSHORE,165.45728304145965,6000.0,2949.598582757019,AQUIFER DRIVE,5000.0,NEOGENE,25.0,1.0,20.0,0.0,434.0,0.7,500.0,44.0
1P ,LATIN AMERICA,MARACAIBO,776.0,6.4,41764.0,ONSHORE-OFFSHORE,128.0,3000.0,1360.0,COMPACTION,2000.0,NEOGENE,200.0,0.9,30.0,12.0,6621.0,635.0,87.0,16.2
1P ,LATIN AMERICA,MARACAIBO,1023.0,356.0,115000.0,OFFSHORE,152.0,3700.0,1785.0,AQUIFER DRIVE,2700.0,NEOGENE,200.0,0.6,33.5,18.0,3800.0,21.0,213.0,44.8
1P ,LATIN AMERICA,MARACAIBO,22.0,103.0,130800.0,OFFSHORE,159.3040102127749,6000.0,2661.1763558883176,GRAVITY DRAINAGE,4500.0,PALEOGENE,200.0,0.75,20.0,25.0,1000.0,1.5,630.0,44.0
1P ,ASIA-PACIFIC,ASSAM,266.0,16.0,5000.0,ONSHORE,165.0,6000.0,3533.0,AQUIFER DRIVE,7562.0,NEOGENE,200.0,0.75,22.0,25.0,321.0,0.7,320.0,55.0
1P ,LATIN AMERICA,MARACAIBO,397.0,90.0,350000.0,OFFSHORE,190.0,12700.0,7100.0,AQUIFER DRIVE,7100.0,PALEOGENE,3150.0,0.88,22.0,32.0,7600.0,8.72,950.0,40.1
1P ,LATIN AMERICA,MARACAIBO,121.0,90.0,5000.0,OFFSHORE,220.0,6000.0,4080.213712082327,GAS DRIVE,7000.0,NEOGENE,60.0,0.55,25.0,31.0,750.0,8.72,800.0,29.9
1P ,ASIA-PACIFIC,BONAPARTE,6.0,0.0,136700.0,OFFSHORE,257.0,6000.0,4700.0,AQUIFER DRIVE,10170.0,JURASSIC,360.0,0.9,17.0,0.0,422.0,0.26,190.0,58.0
1P ,ASIA-PACIFIC,CAMBAY,135.0,22.0,2467.0,ONSHORE,149.0,3445.0,1610.0,AQUIFER DRIVE,2717.0,PALEOGENE,160.0,0.6,29.0,13.0,225.0,550.0,7.0,11.5
1P ,ASIA-PACIFIC,JIUQUAN,22.0,6.0,5000.0,ONSHORE,60.0,-6352.0,560.0,GAS DRIVE,-8045.0,PALEOGENE,213.25,0.2,21.0,33.8,50.0,5.95,132.0,30.0
1P ,ASIA-PACIFIC,JIUQUAN,22.0,6.0,13650.0,ONSHORE,86.0,-5090.0,1390.0,GAS DRIVE,-7008.0,PALEOGENE,180.0,0.35,23.0,33.4,176.0,3.25,343.0,51.0
1P ,ASIA-PACIFIC,JIUQUAN,22.0,6.0,5300.0,ONSHORE,90.0,-4872.0,1350.0,GAS DRIVE,-6838.0,PALEOGENE,210.0,0.9,17.8,32.3,164.0,4.2,245.0,37.0
1P ,EUROPE,WESTERN BLACK SEA,22.0,0.0,5000.0,OFFSHORE,184.5816549930118,6000.0,3846.0148638649416,GAS DRIVE,6693.0,CRETACEOUS,200.0,0.6,20.0,35.0,1000.0,0.7,792.0,44.0
1P ,ASIA-PACIFIC,CARNARVON,6.0,0.0,45000.0,OFFSHORE,177.4335210133853,6000.0,2780.0,AQUIFER DRIVE,6112.2,CRETACEOUS,205.0,0.9,22.0,44.5,90.0,0.7,820.0,49.0
1P ,ASIA-PACIFIC,QAIDAM,84.0,3.9,579.0,ONSHORE,73.4,-6571.0,1176.0,GAS DRIVE,-7464.0,JURASSIC,2297.0,0.6,21.0,43.0,18.7,2.5,518.0,13.0
1P ,ASIA-PACIFIC,QAIDAM,246.0,3.6,1079.0,ONSHORE,77.0,-6667.5,1278.0,AQUIFER DRIVE,-8120.0,PALEOGENE,1640.4,0.6,21.0,43.0,63.8,5.3,246.4,12.0
1P ,ASIA-PACIFIC,QAIDAM,181.0,2.5,5041.0,ONSHORE,71.6,-7060.5,765.0,GAS DRIVE,-8514.0,NEOGENE,200.0,0.6,21.0,45.0,38.2,2.07,246.0,28.0
1P ,EUROPE,IRISH SEA EAST,9.0,0.0,38645.0,OFFSHORE,95.0,3257.0,1620.0,GAS DRIVE,2500.0,TRIASSIC,850.0,0.9,16.0,45.0,267.0,0.5,650.0,44.0
1P ,LATIN AMERICA,MIDDLE MAGDALENA,22.0,50.0,8616.0,ONSHORE,156.0,6241.0,2982.0,GAS DRIVE,2000.0,NEOGENE/PALEOGENE,5125.0,0.6,20.0,35.0,324.0,0.77,755.0,44.0
1P ,NORTH AMERICA,WESTERN CANADA,22.0,0.0,6594.93,ONSHORE,91.4,961.29,1615.14,GAS DRIVE,823.82,CRETACEOUS,65.62,0.4,22.0,18.0,1000.0,0.7,250.0,26.93
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,162.0,40.0,17062.0,ONSHORE,248.0,10357.5,4840.0,GAS DRIVE,10020.0,CRETACEOUS,55.0,0.75,24.4,39.0,102.0,0.4,555.0,66.7
1P ,LATIN AMERICA,MIDDLE MAGDALENA,102.0,60.0,5543.0,ONSHORE,144.5,6160.5,2400.0,GAS DRIVE,5060.0,PALEOGENE,1800.0,0.6,21.0,21.0,314.0,16.0,450.0,15.0
1P ,NORTH AMERICA,WESTERN CANADA,800.0,60.0,106000.0,ONSHORE,72.0,6000.0,500.0,GAS DRIVE,-160.0,CRETACEOUS,58.0,0.65,30.0,15.0,36000.0,1275.0,56.0,8.0
1P ,NORTH AMERICA,WESTERN CANADA,800.0,60.0,106000.0,ONSHORE,65.0,6000.0,485.0,GAS DRIVE,-160.0,CRETACEOUS,90.0,0.65,34.0,12.0,11000.0,25000.0,82.0,8.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,21.0,128.0,42360.0,OFFSHORE,171.0,6000.0,7689.0,AQUIFER DRIVE,8850.0,NEOGENE,200.0,0.8,24.0,22.0,277.0,0.8,800.0,51.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,40.0,40.0,9000.0,ONSHORE,215.0,10100.0,4660.0,AQUIFER DRIVE,10040.0,PALEOGENE,50.0,0.95,20.0,41.0,46.0,0.7,500.0,49.0
1P ,NORTH AMERICA,SAN JOAQUIN,22.0,2.5,5000.0,ONSHORE,115.0,6000.0,1228.0,COMPACTION,2000.0,NEOGENE,800.0,0.75,50.0,25.5,2200.0,22.0,200.0,44.0
1P ,NORTH AMERICA,GREATER GREEN RIVER,64.0,16.0,10000.0,ONSHORE,178.0,-1650.0,2530.0,AQUIFER DRIVE,-3000.0,CARBONIFEROUS,570.0,0.6,10.0,33.0,240.0,1.38,136.0,54.2
1P ,AFRICA,GABON SOUTH,25.0,0.0,13810.0,OFFSHORE,155.91331075325647,6000.0,2248.0,AQUIFER DRIVE,4363.52,CRETACEOUS,200.0,0.6,23.0,39.0,1000.0,5.4,500.0,44.0
1P ,NORTH AMERICA,GREATER GREEN RIVER,19.0,640.0,4909.0,ONSHORE,292.52236695379946,6000.0,7200.0,GAS DRIVE,6100.0,CRETACEOUS,250.0,0.36,14.0,42.5,106.0,0.7,800.0,17.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,275.0,0.0,24376.0,ONSHORE,180.0,7100.0,3524.0,GAS DRIVE,7020.0,JURASSIC,295.28,0.6,17.0,39.0,1329.0,0.3,2061.0,26.0
1P ,MIDDLE EAST,MESOPOTAMIAN,22.0,0.0,17000.0,ONSHORE,206.86880917850797,6000.0,4890.680169583377,AQUIFER DRIVE,8120.0,CRETACEOUS,755.0,0.6,20.0,31.5,1400.0,5.6,633.0,43.0
1P ,MIDDLE EAST,MESOPOTAMIAN,22.0,0.0,8000.0,ONSHORE,216.197170786794,6000.0,5327.928265516328,AQUIFER DRIVE,8875.0,CRETACEOUS,1482.0,0.6,19.0,33.0,733.0,6.7,682.0,43.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,40.0,121595.0,ONSHORE,143.0,6644.0,3140.0,AQUIFER DRIVE,6669.95,CRETACEOUS,53.48,0.29,24.8,26.5,3391.0,5.2,385.0,25.8
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,40.0,70024.0,ONSHORE,143.0,6644.0,3140.0,AQUIFER DRIVE,6643.7,CRETACEOUS,20.34,0.55,24.3,26.5,1913.0,4.3,385.0,29.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,40.0,206000.0,ONSHORE,143.0,6644.0,3140.0,AQUIFER DRIVE,6643.7,CRETACEOUS,142.39,0.33,24.7,26.5,5647.0,4.7,385.0,27.0
1P ,ASIA-PACIFIC,GIPPSLAND,41.0,138.38,136803.38,OFFSHORE,230.0,7623.030000000001,3430.0,AQUIFER DRIVE,7539.37,PALEOGENE,328.08,0.91,22.0,45.38,1000.0,0.46,111.0,70.0
1P ,EUROPE,NORTH SEA NORTHERN,40.0,200.0,143753.0,OFFSHORE,240.0,10006.0,6653.0,GAS DRIVE,9153.0,JURASSIC,330.0,0.8,21.0,39.0,1600.0,0.3,750.0,54.3
1P ,LATIN AMERICA,EASTERN VENEZUELA,15.0,250.0,28413.0,OFFSHORE,173.0,10096.0,4934.0,AQUIFER DRIVE,9588.0,NEOGENE,200.0,0.95,30.0,81.9,242.0,0.61,979.0,40.7
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,22.0,270.0,12182.0,OFFSHORE,267.4785465410526,6000.0,7200.0,AQUIFER DRIVE,13640.0,NEOGENE,1500.0,0.2,29.0,22.0,1000.0,0.7,1300.0,44.0
1P ,ASIA-PACIFIC,SUMATRA SOUTH,20.0,50.0,9774.0,ONSHORE,183.0,6000.0,1560.0,AQUIFER DRIVE,3600.0,NEOGENE,123.0,0.45,25.8,45.0,59.7,0.33,470.0,45.0
1P ,ASIA-PACIFIC,ORDOS,736.0,40.0,15912.0,ONSHORE,120.0,787.0,2100.0,GAS DRIVE,-164.0,JURASSIC,980.0,0.6,16.0,35.6,563.0,3.0,230.0,32.7
2P ,ASIA-PACIFIC,BARMER,48.0,0.0,116058.0,ONSHORE,149.0,6000.0,1495.0,AQUIFER DRIVE,1970.0,PALEOGENE,950.0,0.52,26.0,27.0,1293.0,13.0,180.0,32.3
1P ,ASIA-PACIFIC,CENTRAL BURMA,22.0,8.5,5000.0,ONSHORE,107.86609519775456,6000.0,250.1280557130234,GAS DRIVE,2000.0,NEOGENE/PALEOGENE,2979.0,0.6,18.0,38.0,1000.0,0.7,500.0,33.03
1P ,LATIN AMERICA,CAMPOS,24.0,195.0,62182.0,OFFSHORE,234.0,8868.0,4010.0,AQUIFER DRIVE,8661.42,CRETACEOUS,410.0,0.6,27.0,29.0,736.0,2.0,416.0,47.6
1P ,LATIN AMERICA,CAMPOS,22.0,125.0,650000.0,OFFSHORE,176.0,8307.0,4082.0,GAS DRIVE,8100.0,NEOGENE/PALEOGENE,150.0,0.86,30.0,21.0,6365.0,6.0,450.0,42.0
1P ,LATIN AMERICA,CAMPOS,22.0,200.0,240000.0,OFFSHORE,139.0,9212.0,4230.0,GAS DRIVE,8400.0,NEOGENE/PALEOGENE,200.0,0.6,32.0,20.0,11400.0,60.0,610.0,27.0
1P ,MIDDLE EAST,SOUTH OMAN SALT,178.0,90.0,36280.0,ONSHORE,122.0,2000.0,1350.0,AQUIFER DRIVE,1760.0,PERMIAN/CARBONIFEROUS,475.0,0.7,27.0,22.0,1472.0,90.0,135.0,24.0
1P ,MIDDLE EAST,SOUTH OMAN SALT,59.0,0.0,11265.0,ONSHORE,189.3935143450433,6000.0,4071.5610452762658,AQUIFER DRIVE,6070.0,ORDOVICIAN/CAMBRIAN,2000.0,0.7,29.0,22.0,1270.0,90.0,500.0,24.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,27.0,0.0,158951.0,OFFSHORE,167.0,16726.0,11305.0,COMPACTION,10000.0,NEOGENE,200.0,0.3,25.0,28.0,3100.0,0.7,975.0,26.0
1P ,EUROPE,VIENNA,126.0,15.0,36575.0,ONSHORE,140.0,4757.0,2393.0,AQUIFER DRIVE,4720.0,NEOGENE,91.86,0.86,27.0,25.0,471.0,5.8,266.0,53.0
1P ,EUROPE,NORTH SEA CENTRAL,14.0,130.0,77634.0,OFFSHORE,247.0,8300.0,3792.0,AQUIFER DRIVE,7950.0,PALEOGENE,210.0,0.6,22.0,36.0,398.0,0.7,393.0,54.6
1P ,ASIA-PACIFIC,BOHAI,22.0,63.0,3806.0,ONSHORE,300.0,12818.0,8233.0,GAS DRIVE,12418.0,PALEOGENE,755.0,0.7,13.6,36.0,46.0,0.38,2560.0,43.5
1P ,NORTH AMERICA,POWDER RIVER,29.0,64.0,1133.0,ONSHORE,220.0,6000.0,4920.0,GAS DRIVE,5800.0,PERMIAN,100.0,0.25,13.3,40.0,8.65,0.7,400.0,69.4
1P ,NORTH AMERICA,WESTERN CANADA,22.0,40.0,3258.0,ONSHORE,154.0,3962.0,2355.0,GAS DRIVE,3820.0,JURASSIC,112.0,0.6,15.0,27.0,78.0,0.7,83.0,39.7
1P ,AFRICA,MATRUH-SHUSHAN,22.0,46.0,9670.0,ONSHORE,180.0,5000.0,2274.0,GAS DRIVE,4975.0,CRETACEOUS,900.0,0.6,21.0,41.5,1000.0,0.54,119.0,34.6
1P ,LATIN AMERICA,MARACAIBO,638.0,13.0,57630.0,ONSHORE,130.0,2500.0,1050.0,GAS DRIVE,850.0,NEOGENE,1400.0,0.22,30.0,18.0,2630.0,40.0,180.0,30.0
1P ,LATIN AMERICA,MARACAIBO,22.0,13.0,5000.0,ONSHORE,104.2322183960465,6000.0,79.7974254134433,AQUIFER DRIVE,2000.0,PALEOGENE,200.0,0.36,12.0,26.0,1000.0,0.7,1200.0,44.0
1P ,ASIA-PACIFIC,SUMATRA CENTRAL,10.0,40.0,37000.0,ONSHORE,260.0,6000.0,2170.858570211526,AQUIFER DRIVE,3625.0,NEOGENE,650.0,0.65,21.0,42.0,97.0,1.05,100.0,40.0
1P ,ASIA-PACIFIC,AMADEUS,46.0,16.0,9200.0,ONSHORE,146.0,2270.0,1805.0,GAS DRIVE,1000.0,ORDOVICIAN/CAMBRIAN,1050.0,0.46,8.0,49.0,498.0,0.36,850.0,5.5
1P ,AFRICA,NIGER DELTA,73.0,100.0,130172.0,OFFSHORE,183.0,6000.0,2330.0,GAS DRIVE,4908.0,NEOGENE,200.0,0.6,27.0,32.0,2100.0,0.57,650.0,59.4
1P ,AFRICA,NIGER DELTA,22.0,100.0,16017.0,OFFSHORE,183.0,6000.0,2330.0,GAS DRIVE,5000.0,NEOGENE,200.0,0.6,29.0,27.0,268.0,0.57,650.0,35.0
1P ,AFRICA,SIRT,104.0,494.0,135598.0,ONSHORE,238.0,8530.0,3970.0,AQUIFER DRIVE,8250.0,CRETACEOUS,400.0,0.6,17.0,36.7,3000.0,0.79,464.0,50.0
1P ,NORTH AMERICA,SAN JOAQUIN,25000.0,2.0,168069.0,ONSHORE,110.0,6000.0,300.0,AQUIFER DRIVE,2000.0,NEOGENE,380.0,0.6,33.0,12.0,4400.0,600.0,20.0,79.0
1P ,EUROPE,NORTH SEA NORTHERN,21.0,96.0,135303.0,OFFSHORE,250.0,6000.0,6500.0,AQUIFER DRIVE,13060.0,JURASSIC,755.0,0.8,16.0,38.5,620.0,0.2,1813.0,55.6
1P ,ASIA-PACIFIC,SUMATRA CENTRAL,1300.0,24.0,401159.0,ONSHORE,200.0,2343.0,930.0,AQUIFER DRIVE,1760.0,NEOGENE,600.0,0.6,25.0,36.0,8700.0,3.5,35.0,55.0
1P ,LATIN AMERICA,RECONCAVO,435.0,30.0,42000.0,ONSHORE,160.0,4805.0,2630.0,GAS DRIVE,1740.0,CRETACEOUS,200.0,0.45,21.0,40.0,675.0,0.95,360.0,44.0
1P ,NORTH AMERICA,WESTERN CANADA,472.0,320.0,49741.0,ONSHORE,142.0,3520.0,2620.0,AQUIFER DRIVE,3300.0,DEVONIAN,80.0,0.4,20.0,41.0,794.0,0.6,575.0,51.1
1P ,EUROPE,NORTHWEST GERMAN,27.0,0.0,39400.0,ONSHORE-OFFSHORE,158.0,6000.0,4622.447498595485,AQUIFER DRIVE,7870.0,JURASSIC,260.0,0.6,19.0,19.0,750.0,5.0,500.0,36.0
1P ,ASIA-PACIFIC,COOPER,22.0,123.55,3826.66,ONSHORE,104.2322183960465,6000.0,79.7974254134433,AQUIFER DRIVE,2000.0,CRETACEOUS/JURASSIC,200.0,0.6,19.0,49.91,1000.0,0.7,500.0,44.0
1P ,ASIA-PACIFIC,SURAT,38.0,64.0,9000.0,ONSHORE,156.0,4898.0,2517.0,AQUIFER DRIVE,4890.0,JURASSIC,130.0,0.5,18.0,44.0,59.1,1.06,112.0,40.0
1P ,ASIA-PACIFIC,ASSAM,91.0,50.0,15750.0,ONSHORE,204.0,11155.0,4930.0,AQUIFER DRIVE,10500.0,PALEOGENE,1476.0,0.5,18.0,35.0,448.0,0.3,500.0,35.0
1P ,NORTH AMERICA,GREATER GREEN RIVER,22.0,160.0,5000.0,ONSHORE,210.0,6000.0,5156.028618302582,AQUIFER DRIVE,1800.0,JURASSIC/TRIASSIC,520.0,0.6,14.0,0.0,1000.0,0.7,500.0,44.0
1P ,MIDDLE EAST,SOUTH OMAN SALT,225.0,3.5,95000.0,ONSHORE,122.0,2900.0,1400.0,COMPACTION,2215.0,PERMIAN/CARBONIFEROUS,160.0,0.63,25.0,16.0,2352.0,2000.0,20.0,50.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,1137.0,63.0,194000.0,ONSHORE,180.0,8825.0,3785.0,AQUIFER DRIVE,8100.0,CRETACEOUS,1476.0,0.53,18.5,34.0,2578.0,1.3,316.0,28.0
1P ,EUROPE,NORTH SEA NORTHERN,43.0,160.0,114512.0,OFFSHORE,230.0,9650.0,6300.0,GAS DRIVE,9527.0,JURASSIC,425.0,0.7,22.0,38.0,874.0,0.57,524.0,44.0
1P ,ASIA-PACIFIC,ASSAM,22.0,60.0,50000.0,ONSHORE,187.0,6000.0,3988.0,AQUIFER DRIVE,8860.0,PALEOGENE,738.0,0.5,21.4,30.5,1552.0,0.53,730.0,36.0
1P ,MIDDLE EAST,MESOPOTAMIAN,5.0,0.0,5000.0,ONSHORE,202.18001528305012,6000.0,4157.0,AQUIFER DRIVE,7949.0,CRETACEOUS,617.0,0.3,22.0,41.5,117.0,0.7,1400.0,40.0
1P ,MIDDLE EAST,MESOPOTAMIAN,5.0,0.0,5000.0,ONSHORE,219.4214857490248,6000.0,4157.0,AQUIFER DRIVE,9350.0,CRETACEOUS,476.0,0.17,25.0,41.5,4900.0,0.7,1400.0,28.0
1P ,AFRICA,SIRT,18.0,1290.0,5000.0,ONSHORE,284.0,12150.0,6000.0,GAS DRIVE,11700.0,CRETACEOUS,433.0,0.6,12.0,42.5,1000.0,0.35,1250.0,44.0
1P ,LATIN AMERICA,CAMPOS,40.0,140.0,62160.0,OFFSHORE,221.0,9800.0,4641.0,AQUIFER DRIVE,9612.86,CRETACEOUS,200.0,0.5,26.0,28.0,730.0,1.57,713.0,59.0
1P ,FORMER SOVIET UNION,CASPIAN SOUTH,22.0,0.0,71172.0,OFFSHORE,150.0,5577.43,2730.0,AQUIFER DRIVE,656.17,NEOGENE,328.08,0.6,21.0,31.0,593.0,3.0,220.0,79.0
1P ,EUROPE,NORTH SEA CENTRAL,35.0,0.0,149900.0,OFFSHORE,230.0,7401.57,3322.0,AQUIFER DRIVE,7191.6,PALEOGENE,255.91,0.7,23.0,40.0,790.0,0.7,555.0,60.7
1P ,NORTH AMERICA,WILLISTON,112.0,80.0,3938.0,ONSHORE,109.0,1925.0,1910.0,GAS DRIVE,1850.0,TRIASSIC/CARBONIFEROUS,120.0,0.2,13.0,36.5,110.0,7.7,121.0,35.4
1P ,ASIA-PACIFIC,NIIGATA,17.0,0.0,5000.0,ONSHORE,350.0,14400.0,8100.0,GAS DRIVE,7380.0,NEOGENE,200.0,0.6,23.5,39.0,1000.0,0.7,500.0,77.8
1P ,MIDDLE EAST,SOUTH OMAN SALT,500.0,20.0,169830.0,ONSHORE,123.0,6000.0,1492.0,AQUIFER DRIVE,2231.0,PERMIAN/CARBONIFEROUS,260.0,0.6,28.0,21.0,2705.0,400.0,5.0,23.3
1P ,MIDDLE EAST,SOUTH OMAN SALT,500.0,20.0,169830.0,ONSHORE,123.0,6000.0,1492.0,AQUIFER DRIVE,2395.0,ORDOVICIAN/CAMBRIAN,1300.0,0.8,28.0,21.0,2705.0,400.0,5.0,23.3
1P ,EUROPE,NORTH SEA NORTHERN,112.0,160.0,306887.0,OFFSHORE,215.0,9750.0,6500.0,AQUIFER DRIVE,8945.0,JURASSIC,300.0,0.7,20.0,36.0,2600.0,0.95,310.0,48.0
1P ,NORTH AMERICA,WESTERN CANADA,383.0,160.0,53139.0,ONSHORE,120.0,3463.0,2611.0,GAS DRIVE,3360.0,DEVONIAN,100.0,0.3,20.0,41.1,828.0,0.89,365.0,44.4
1P ,EUROPE,MID-NORWAY SHELF,27.0,150.0,67468.0,OFFSHORE,200.0,9904.5,5950.0,GAS DRIVE,8858.0,JURASSIC,330.0,0.85,14.0,40.0,766.0,0.35,1366.0,23.4
1P ,NORTH AMERICA,CHEROKEE,22.0,10.0,122000.0,ONSHORE,120.0,1700.0,1200.0,GAS DRIVE,1700.0,CARBONIFEROUS,100.0,0.7,17.0,39.0,671.0,3.0,400.0,48.0
1P ,NORTH AMERICA,SAN JOAQUIN,220.0,15.0,17084.0,ONSHORE,235.0,8500.0,3990.0,GAS DRIVE,7900.0,NEOGENE,1400.0,0.55,19.0,40.0,483.0,0.45,700.0,34.0
1P ,ASIA-PACIFIC,CAMBAY,292.0,20.0,13052.0,ONSHORE,163.0,2845.0,1493.0,AQUIFER DRIVE,2950.0,PALEOGENE,330.0,0.6,25.0,21.0,512.0,65.0,500.0,28.4
1P ,AFRICA,GULF OF SUEZ,4.0,0.0,20633.0,OFFSHORE,216.3448493346824,6000.0,4600.0,GAS DRIVE,9300.0,CENOZOIC/NEOGENE,200.0,0.6,20.0,39.0,1000.0,0.7,1200.0,44.0
1P ,AFRICA,GULF OF SUEZ,10.0,32.0,23026.0,OFFSHORE,231.1127041235258,6000.0,4150.0,AQUIFER DRIVE,10500.0,CRETACEOUS/PALEOZOIC,200.0,0.6,23.0,29.0,1000.0,1.2,279.0,53.0
1P ,NORTH AMERICA,PERMIAN,3666.0,10.0,5000.0,ONSHORE,83.0,-160.0,1400.0,GAS DRIVE,-350.0,PERMIAN,300.0,0.5,19.0,37.0,1000.0,1.4,510.0,40.0
1P ,ASIA-PACIFIC,SUMATRA SOUTH,27.0,90.0,4941.0,ONSHORE,226.0,5300.0,2251.0,GAS DRIVE,5020.0,NEOGENE/PALEOGENE,1000.0,0.3,21.8,38.0,61.0,0.33,1088.0,31.0
1P ,EUROPE,NORTH SEA NORTHERN,51.0,350.0,49615.0,OFFSHORE,245.0,11250.0,7439.0,GAS DRIVE,11000.0,JURASSIC,400.0,0.45,18.0,37.0,487.0,0.7,700.0,26.0
3P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,0.0,5000.0,ONSHORE,136.0,6000.0,2668.0,GAS DRIVE,5610.0,CRETACEOUS,200.0,0.62,20.0,36.0,1000.0,0.85,500.0,32.0
3P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,0.0,5000.0,ONSHORE,156.0,6000.0,2915.0,GAS DRIVE,6230.0,JURASSIC,200.0,0.41,18.0,36.0,1000.0,1.0,500.0,32.0
1P ,AFRICA,LOWER CONGO,70.0,160.0,85000.0,OFFSHORE,140.0,3500.0,1600.0,GAS DRIVE,3200.0,CRETACEOUS,470.0,0.35,24.0,34.0,873.0,0.7,500.0,46.0
1P ,AFRICA,NIGER DELTA,17.0,80.0,9627.0,ONSHORE,159.0,6000.0,3570.0,AQUIFER DRIVE,2000.0,NEOGENE,260.0,0.6,26.0,48.0,107.0,0.4,534.0,30.8
1P ,AFRICA,GULF OF SUEZ,22.0,0.0,35000.0,OFFSHORE,250.0,6000.0,5028.0,GAS DRIVE,9548.0,CRETACEOUS,200.0,0.6,20.0,32.0,250.0,0.7,360.0,15.0
1P ,AFRICA,GULF OF SUEZ,22.0,27.0,126083.0,OFFSHORE,265.0,11250.0,5506.0,AQUIFER DRIVE,10578.0,CRETACEOUS/PALEOZOIC,2300.0,0.2,18.0,27.0,1644.0,1.01,279.0,29.0
1P ,FORMER SOVIET UNION,NORTH SAKHALIN,19.0,247.0,25172.0,OFFSHORE,98.6,4101.05,1809.0,AQUIFER DRIVE,4461.94,NEOGENE,452.76,0.6,23.0,37.0,296.9,0.7,500.0,43.8
1P ,AFRICA,NIGER DELTA,86.0,32.0,86076.0,OFFSHORE,104.2322183960465,6000.0,2707.0,AQUIFER DRIVE,2000.0,NEOGENE,200.0,0.6,30.0,38.0,1000.0,0.7,950.0,64.0
1P ,FORMER SOVIET UNION,NORTH SAKHALIN,1882.0,2.0,5500.0,ONSHORE,63.0,1870.0,826.0,GAS DRIVE,-66.0,NEOGENE,2030.0,0.6,27.0,18.0,1000.0,500.0,500.0,44.0
1P ,NORTH AMERICA,ANADARKO,360.0,17.5,5000.0,ONSHORE,132.0,6000.0,3621.622371361093,GAS DRIVE,4900.0,ORDOVICIAN,200.0,0.6,19.0,39.0,162.0,8.0,795.0,70.0
1P ,NORTH AMERICA,ANADARKO,902.0,8.7,183894.0,ONSHORE,132.0,5110.0,2686.0,GAS DRIVE,5050.0,ORDOVICIAN,200.0,0.6,22.0,39.0,1072.0,8.0,795.0,51.0
1P ,NORTH AMERICA,BIG HORN,208.0,15.0,31744.0,ONSHORE,112.0,6000.0,1565.0,GAS DRIVE,-2000.0,CARBONIFEROUS,90.0,0.62,14.0,21.0,1000.0,6.5,200.0,50.0
