1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction (macro-scale),164_Fluid flow restriction (meso-scale),170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
SATICOY,PICO-SANTA BARBARA,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,VENTURA,34.3169,-119.1149,OIL,2008,SECONDARY RECOVERY,MATURE,,34,19,0,2008,142,77,1958,12983,ONSHORE,-200,160,7000,3030,7000,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,4800,5000,60,,NEOGENE,25:DEEP MARINE,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,1400,756,0.54,,SANDSTONE,MEDIUM-GRAINED SAND,LITHIC ARKOSE,TYPE IV,PRIMARY INTERGRANULAR,22,250,,32.7,,,,0.94,,0,550,,,,,18000,40,,,,,,,,,,,,,,CONTINUOUS WATER INJECTION,,,,,,,,,
SB 339,KAREEM,1P ,EGYPT,AFRICA,GULF OF SUEZ,28.253,33.579,OIL,1995,PRIMARY RECOVERY,DECLINE,,1,1,1000,1995,275,,1987,5000,OFFSHORE,105,136,4200,1900,4200,,,GAS DRIVE,1212:HORST BLOCK,3950,4055,6,220,NEOGENE,24:COASTAL,LAYER-CAKE,SHALE,NONE,100,,,4.57,SANDSTONE,,,,PRIMARY INTERGRANULAR,26,,,29.5,,1.4,,0,,0,65,,1.19,160,,,22,23,6.9,4.9,,,30,,8.7,,,,,,,,,,INFILL WELL,,,,,
SCAPA,SCAPA SANDSTONE,1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,58.427,0.325,OIL,2009,SECONDARY RECOVERY,MATURE,22,10,7,179,2009,1553,78.9,1992,28208,OFFSHORE,383.86,185,8500,3765,8500,1991,3334,AQUIFER DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,7516.4,7900.26,4,912,CRETACEOUS,25:DEEP MARINE,LAYER-CAKE,SHALE/TIGHT CARBONATE,LATERAL FACIES CHANGE,400,108,0.27,32.92,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,20,250,,32.5,0.85,1.35,185.18,4.2,,2,228,,1.16,1104,45,77010,23,239,133.8,16,,,56,,49.29,,57,0.08,16.7,1986-05,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,EXTENDED REACH WELL,ACIDIZATION/SCALE INHIBITOR TREATMENT,,ESP/GAS LIFT,,SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING
SCHABEN,KEOKUK,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,ANADARKO,38.3666,-99.6948,OIL,2012,PRIMARY RECOVERY,MATURE,237,237,86,40,2012,322,,1966,1959,ONSHORE,-2300,112,2100,1370,2100,1996,852,AQUIFER DRIVE,2221:BURIED-HILL,4395,2095,0.5,50,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,STRUCTURAL SADDLE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,100,,,,CARBONATES,WACKESTONE/PACKSTONE,CRINOID/SPONGE,,MOLDIC,14,12,134,40.2,,2.5,4.8,0,,0,50,,1.04,225,,30000,25,37.8,11.6,0.81,,30.7,30.7,,28.54,,25,0.016,0.05,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION,,,,ADDITIONAL PERFORATION/RE-COMPLETION
SCHARB,BONE SPRING,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.6815,-103.4522,OIL,2011,PRIMARY RECOVERY,SECONDARY MATURE,,,,40,2011,393.7,20.3,1984,6315,ONSHORE,-4100,180,6050,4345,6050,,,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,9800,5700,3,500,PERMIAN,14:FORESLOPE-BASIN,LAYER-CAKE,TIGHT CARBONATE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/RESERVOIR BODY BOUNDARY,180,30,,,CARBONATES,WACKESTONE/PACKSTONE,FUSULINID/INTRACLAST/PELOID,,INTERCRYSTALLINE/VUGGY,,,,39,,0.88,,0,,0,736,,,,,,15,,,2.3,,,,,,,,,0.33,,,,,STIMULATION,,ACIDIZATION,,,,
SCHIEHALLION,VAILA,1P ,UNITED KINGDOM,EUROPE,FAEROE-SHETLAND,60.347,-4.037,OIL,2008,SECONDARY RECOVERY,DECLINE,47,22,19,247,2008,41131,47.2,2003,99680,OFFSHORE,1394,150,6365,2907,6365,,,GAS DRIVE,121:NORMAL FAULT,4183,5577,2.5,1194,PALEOGENE,25:DEEP MARINE,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT/SEALING FAULT,820,492,0.6,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,28,1250,1200,26,,3,417,9.48,,0,342,,,2677,37,,23,1900,670,378,,,35,,15.37,,41,-0.019,30.5,1998-07,CONTINUOUS WATER INJECTION,,,DRILLING/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL/EXTENDED REACH WELL,,MODIFICATION IN INJECTION PATTERN,GAS LIFT,SLOTTED LINER/SAND SCREEN,PROFILE MODIFICATION
SCHOONEBEEK,VLIELAND (BENTHEIM),1P ,NETHERLANDS,EUROPE,LOWER SAXONY,52.6634,6.8553,OIL,2012,REDEVELOPING AFTER ABANDONMENT,PRIMARY REJUVENATING,670,,69,5.6,2012,2409,95,1957,23500,ONSHORE,-100,104,2625,1233,2625,,,AQUIFER DRIVE,113:INVERSION ANTICLINE,2200,2100,6,980,CRETACEOUS,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,SEALING FAULT,100,,,21.34,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,33,2000,,25,,160,12.5,20.05,,6.01,76,,1.04,500,,94000,10,1032,373,118,,,36.2,,24.71,,,,0.56,1950,CONTINUOUS WATER INJECTION,1957,THERMAL,DRILLING/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/EXTENDED REACH WELL,,,ROD PUMP,GRAVEL PACK/SLOTTED LINER,SIDETRACKING
SCHOONER,BARREN RED MEASURES,1P ,UNITED KINGDOM,EUROPE,NORTH SEA SOUTHERN,54.0667,2.0833,GAS,2010,PRIMARY RECOVERY,DECLINE,14,10,,0,2010,2634,,1997,20004,OFFSHORE,230,230,,6475,12800,,,GAS DRIVE,1211:TILTED FAULT-BLOCK,11570,11800,3,1275,CARBONIFEROUS,21:FLUVIAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALE,NONE,500,,0.3,,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,SUBARKOSE,,SECONDARY INTERGRANULAR,12,10,,0,0.66,,,0,84,6.1,,,,,,93700,22,182.5,109,,330,,,57.8,,26.63,,,,,,,,DRILLING/OTHER RESERVOIR MANAGEMENT,MULTI-LATERAL WELL,,,,,ACID WASH/RE-PERFORATION/SIDETRACKING/WATER PLUGGING
SCOTT,SGIATH-PIPER,1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,58.2792,0.2312,OIL,2010,SECONDARY RECOVERY,MATURE,53,34,21,106,2010,11072,91,1995,183792,OFFSHORE,460,190,10400,7879,10400,,,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,9940,10400,10,1495,JURASSIC,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE/COAL,LATERAL SHALE-OUT/SEALING FAULT,360,288,0.8,87.78,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,17,2000,,36,,0.44,,57.6,57,8.72,990,,1.54,2910,,135500,9,946,441,32,,,46.6,,43.23,,49,0.029,13,1994-04,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE)/SCALE INHIBITOR TREATMENT,,,,RE-PERFORATION/SIDETRACKING
SEELIGSON,FRIO,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,26.7382,-98.0605,GAS,2006,ENHANCED OIL RECOVERY,MATURE,,1100,114,360,2009,1141,,,,ONSHORE,-130,171,6000,3010,6000,,,AQUIFER DRIVE,1181:ROLLOVER ANTICLINE,4130,4000,3.5,,PALEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT/SEALING FAULT,2200,1050,0.48,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,LITHIC ARKOSE,,PRIMARY INTERGRANULAR,20,332,,41,0.81,,,0,,0,641,,1.37,,,,30,,,,,,43.5,,,,,,,1963,CONTINUOUS WATER INJECTION/GAS RECYCLING,1957,MISCIBLE,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,GAS LIFT,,RE-COMPLETION
SEELIGSON,FRIO (ZONE 20B POOL),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,26.7382,-98.0605,OIL,1966,ENHANCED OIL RECOVERY,MATURE,24,20,15,40,1966,269,,1960,1023,ONSHORE,-130,171,6000,3010,6000,1966,1553,GAS DRIVE,1181:ROLLOVER ANTICLINE,6030,5900,4,475,PALEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT/SEALING FAULT,,,,3.66,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,LITHIC ARKOSE,,PRIMARY INTERGRANULAR,19,100,,41,0.81,,,0,,0,600,,1.37,2380,,,31,7.4,4,0.25,,22.3,54,,50.68,,,,0.2,,,1957,MISCIBLE,ARTIFICIAL LIFT,,,,GAS LIFT,,
SELIGI,GROUP J-K-L,1P ,MALAYSIA,ASIA-PACIFIC,MALAY,5.31,105.4,OIL,2003,SECONDARY RECOVERY,DECLINE,,140,,90,2003,56000,,1995,150000,OFFSHORE,230,,,,,,,AQUIFER DRIVE,113:INVERSION ANTICLINE,3610,3840,5,413,NEOGENE/PALEOGENE,24:COASTAL,LAYER-CAKE,STRUCTURAL SADDLE/SHALE,LATERAL FACIES CHANGE,3494,1222.9,0.35,,SANDSTONE,MEDIUM-GRAINED SAND,,,PRIMARY INTERGRANULAR,24,610,,50,,,,4,,0,630,,,,35,6000,,1850,589,,,,42,,25.29,,,,,,GAS RECYCLING,,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,GAS LIFT,,
SEMOGA,BATURAJA,1P ,INDONESIA,ASIA-PACIFIC,SUMATRA SOUTH,-2.8387,104.1148,OIL,2006,SECONDARY RECOVERY,DECLINE,,,46,126,2006,4500,,2001,32000,ONSHORE,-150,179,,1158,2500,2003,960,GAS DRIVE,2111:LATERAL FACIES CHANGE,2497,2347,2.5,282,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,SHALE/TIGHT CARBONATE,NONE,150,,,23.47,CARBONATES,WACKESTONE/PACKSTONE,FORAMINIFERA/MOLLUSCS,,MOLDIC/VUGGY,20,5,78,38,0.74,0.87,5.74,0,,0,327,,1.17,935,,15000,27.5,265,129,,,,48,57.8,20,22.22,,,,1999-10,CONTINUOUS WATER INJECTION,,,STIMULATION/ARTIFICIAL LIFT,,HYDRAULIC FRACTURING (SINGLE STAGE),,GAS LIFT,,
SENDJI,PINDA,1P ,CONGO,AFRICA,LOWER CONGO,-4.793,11.4658,OIL,2006,SECONDARY RECOVERY,MATURE,88,55,54,90,2006,12790,,1987,34887,OFFSHORE,312,,,1769,3775,,,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,3149,3461,2,,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE/TIGHT CARBONATE,NONE,,,,109.73,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,,,PRIMARY INTERGRANULAR,25,700,,29.8,,12,,0,,0,85,,,483,64,230000,25,513,202,34,,,39.4,,32.75,,41,0.047,3.7,1983,CONTINUOUS WATER INJECTION,,,ARTIFICIAL LIFT/SAND CONTROL,,,,ESP/GAS LIFT,GRAVEL PACK,
SERANG,BALIKPAPAN (UPPER DELTAIC SEQUENCE),1P ,INDONESIA,ASIA-PACIFIC,KUTAI,-0.167,117.67,OIL,2001,PRIMARY RECOVERY,MATURE,,,27,80,2001,9167.2,86,1995,27517,OFFSHORE,325,202,6135,2621,6135,1998,2606,AQUIFER DRIVE,1211:TILTED FAULT-BLOCK,5675,6000,4,257,NEOGENE,24:COASTAL,LABYRINTH,SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,500,300,0.6,54.86,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,28,1628,1400,41,0.7,0.38,4284.21,0,,0,919,,1.55,2621,,,23,113,57,5.2,,,50.6,50.7,44.72,48.57,,,,,,,,DRILLING/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,,,,,WATER CONING CONTROL
SERIA,CYCLE V-VI,1P ,BRUNEI DARUSSALAM,ASIA-PACIFIC,SARAWAK,4.6179,114.3137,OIL,1997,SECONDARY RECOVERY,MATURE,,770,292,0,1997,14122,,1956,138000,ONSHORE-OFFSHORE,54,161,5150,2226,5150,,,AQUIFER DRIVE,112:TRANSPRESSIONAL ANTICLINE,1310,1310,20,,NEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,SEALING FAULT,4000,,,,SANDSTONE,FINE-GRAINED SAND,LITHARENITE,,PRIMARY INTERGRANULAR,21,260,,30,,6,43.33,0.1,,0,560,,1.3,2226,20,12000,30,3200,1370,,,,38,90,35.72,79.06,,,,,CONTINUOUS WATER INJECTION/GAS INJECTION,,THERMAL/CHEMICAL,DRILLING/ARTIFICIAL LIFT/SAND CONTROL,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,,,ROD PUMP/ESP/GAS LIFT,GRAVEL PACK,
SHANGHAI,YEGUA,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,29.2196,-96.3592,GAS-CONDENSATE,2007,UNKNOWN,,,11,,0,2007,497,,2001,852,ONSHORE,-120,,,8116,9390,,,AQUIFER DRIVE,1181:ROLLOVER ANTICLINE,8920,8800,3.5,168,PALEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,LATERAL FACIES CHANGE/SEALING FAULT,1000,150,0.15,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,,,PRIMARY INTERGRANULAR,33,,,0,,,,0,,0,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHANSHAN,SANJIANFANG,1P ,CHINA,ASIA-PACIFIC,TURPAN,43.05,90.35,OIL,2005,SECONDARY RECOVERY,MATURE,449,244,191,18,2005,5691,73.2,1993,19118,ONSHORE,-1970,187,7900,4183,7841,2005,3292,GAS DRIVE,1112:FORELAND ANTICLINE,9155,7185,6,1017,JURASSIC,23:LACUSTRINE,LAYER-CAKE,SHALE,LATERAL SHALE-OUT,951,312,0.33,20.42,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,FELDSPATHIC LITHARENITE,,SECONDARY INTRAGRANULAR,13,6.2,8.2,41,0.86,0.39,20,13.53,67.81,3.23,904,,1.46,2643,63,22507,37,278,84,28.7,,16.11,30.3,,19.89,,37,0.008,0.34,1991,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),WATER INJECTION ON A ZONAL BASIS/MODIFICATION IN INJECTION PATTERN/CHANGING WATER INJECTION DIRECTION/SELECTIVE INJECTION,ROD PUMP/ESP/GAS LIFT,,ACID WASH/ADDITIONAL PERFORATION/COILED TUBING TREATMENT/PROFILE MODIFICATION/RE-PERFORATION/WATER PLUGGING/WAX REMOVAL
SHATLYK,SHATLYK,1P ,TURKMENISTAN,FORMER SOVIET UNION,AMU DARYA,37.39,61.1,GAS,2001,SECONDARY RECOVERY,DECLINE,107,89,89,130,2001,30840,,1977,,ONSHORE,-630,277,11200,5133,11190,2001,1015,AQUIFER DRIVE,1112:FORELAND ANTICLINE,10530,9900,3,800,CRETACEOUS,24:COASTAL,LAYER-CAKE,STRUCTURAL SADDLE,NONE,166,83.01,0.5,25.3,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,21.8,222,,51,0.61,,,0,95,3,,2,,,,100000,36,3567,2874,,3400,,,80,,64.02,,,,,CONTINUOUS WATER INJECTION,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,WATER PLUGGING
SHATLYK,SHATLYK (SHATLYK EAST),1P ,TURKMENISTAN,FORMER SOVIET UNION,AMU DARYA,37.39,61.1,GAS,2001,SECONDARY RECOVERY,DECLINE,34,23,23,170,2001,2334,,1977,,ONSHORE,-630,277,11200,5293,11350,2001,1146,AQUIFER DRIVE,1112:FORELAND ANTICLINE,10960,10330,2.5,280,CRETACEOUS,24:COASTAL,LAYER-CAKE,TIGHT CLASTICS,NONE,147.64,63.32,0.43,19.3,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,21.8,222,,51,0.61,,,0,95,3,,2,,,,100000,36,1050,891,,1200,,,84,,65.08,,,,,CONTINUOUS WATER INJECTION,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,WATER PLUGGING
SHATLYK,SHATLYK (SHATLYK WEST),1P ,TURKMENISTAN,FORMER SOVIET UNION,AMU DARYA,37.39,61.1,GAS,2001,SECONDARY RECOVERY,DECLINE,73,66,66,90,2001,28506,,1977,,ONSHORE,-630,277,11200,5133,11190,2001,1015,AQUIFER DRIVE,1112:FORELAND ANTICLINE,10530,9900,3,800,CRETACEOUS,24:COASTAL,LAYER-CAKE,TIGHT CLASTICS,NONE,183.73,105.97,0.57,32.3,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,21.8,222,,51,0.61,,,0,95,3,,2,,,,100000,36,2517,1983,,2200,,,78,,63.58,,,,,CONTINUOUS WATER INJECTION,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,WATER PLUGGING
SHAYBAH,SHUAIBA,1P ,SAUDI ARABIA,MIDDLE EAST,RUB AL KHALI,22.55,54.03,OIL,2001,DEVELOPING,DEVELOPING,,123,123,0,2001,500000,,2001,500000,ONSHORE,-260,,,5900,,,,GAS DRIVE,1112:FORELAND ANTICLINE,4410,4150,2.5,700,CRETACEOUS,13:ORGANIC BUILDUP,JIGSAW-PUZZLE,NONE,NONE,420,,,,CARBONATES,PACKSTONE/GRAINSTONE,RUDIST,,MICROPOROSITY,23,15,,42,,0.37,40.54,0.7,,0,750,,,,,160000,10,18500,7000,,,,49,,,,,,,1998,GAS INJECTION,,,DRILLING,HORIZONTAL WELL/MULTI-LATERAL WELL,,,,,
SHEARWATER,FULMAR,1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,57.0333,1.95,GAS-CONDENSATE,2006,PRIMARY RECOVERY,DECLINE,,7,7,0,2006,42104,,2004,111200,OFFSHORE,295,356,15500,15100,15500,,,GAS DRIVE,2212:PALEOSTRUCTURAL SUBCROP,15205,15500,20,1400,JURASSIC,24:COASTAL,LAYER-CAKE,NONE,SEALING FAULT,750,700,0.9,213.36,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,ARKOSE,,SECONDARY INTRAGRANULAR,30,,,49,,,,0,,3,,170,,,,24100,,1060,201,,,,,18,,13.39,,,,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,SELECTIVE PERFORATION
SHEBELINKA,ARAUKARITOVAYA-KARTAMYSHSKAYA-LOWER ANHYDRITE,1P ,UKRAINE,FORMER SOVIET UNION,DNIEPER-DONETS,49.46,36.52,GAS,1997,PRIMARY RECOVERY,DECLINE,,607,551,40,1997,37174,,1971,504800,ONSHORE,-610,144,6230,3698,8200,1999,421,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,4750,4590,15,2854,PERMIAN/CARBONIFEROUS,21:FLUVIAL,TANK LIKE,NONE,LATERAL FACIES CHANGE,1854,964.08,0.52,148.13,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SANDMUDSTONE,,TYPE IV,PRIMARY INTERGRANULAR,13,40,,52.3,0.6,,,0.02,,1.57,,2,,,,300000,50,4189,3979,,,,,95,,81.73,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,SIDETRACKING
SHENGTUO,SHAHEJIE,1P ,CHINA,ASIA-PACIFIC,BOHAI,37.5667,118.5167,OIL,2008,ENHANCED OIL RECOVERY,SECONDARY MATURE,3699,2038,1710,18,2005,57566,94.01,1976,125862,ONSHORE,-25,185,,2828,6284,2003,2176,AQUIFER DRIVE,1181:ROLLOVER ANTICLINE,5930,5900,4,755,PALEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/STRUCTURAL SADDLE/SHALE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,2300,345,0.15,32.92,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,28,6400,,29,0.67,20,127,14.7,88.5,1.2,265,,1.12,1900,63,30000,25,3420,1293,129,,,37.8,,34.04,,31,0.042,0.63,1966-02,CONTINUOUS WATER INJECTION,1988-04,CHEMICAL,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),WATER INJECTION ON A ZONAL BASIS,ROD PUMP/ESP/PCP,GRAVEL PACK/SLOTTED LINER/SAND SCREEN/CHEMICAL SAND CONSOLIDATION,PROFILE MODIFICATION/RE-COMPLETION/RE-PERFORATION/SIDETRACKING/WATER PLUGGING
SHONGALOO,SMACKOVER B,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,33.0012,-93.2377,OIL,1997,SECONDARY RECOVERY,DECLINE,83,50,50,160,,,,1990,4700,ONSHORE,-325,265,,6485,,,,GAS DRIVE,1211:TILTED FAULT-BLOCK,10725,10400,13,1350,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,SHALE/TIGHT CARBONATE,NONE,415,50,,,CARBONATES,GRAINSTONE,OOLITE/PISOLITE,,INTERPARTICLE,9,56,,49,,0.53,106,0,,0,2000,,2.1,4400,,,21,,47.1,,,,,,,,,,,,GAS RECYCLING,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/HYDRAULIC FRACTURING (MULTI-STAGE),,,,DEPRESSURIZATION
SHTOKMANOV,UNNAMED (JU0-JU3),3P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SOUTH BARENTS,72.889,43.857,GAS,2007,DEVELOPMENT PENDING,,,,,0,2007,,,,,OFFSHORE,1080,118,5951,2900,5951,,,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,4760,5840,0.5,,JURASSIC,24:COASTAL,LAYER-CAKE,SHALE,NONE,790,560.9,0.71,124.97,SANDSTONE,,,,PRIMARY INTERGRANULAR,20,500,,46,,,,4.89,,6.5,,12,,,,,25,15200,,,,,,,,,,,,,,,,,,,,,,
