1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction (macro-scale),164_Fluid flow restriction (meso-scale),170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
SAFANIYA,BURGAN,1P ,SAUDI ARABIA,MIDDLE EAST,THE GULF,28.0287,48.7573,OIL,2005,PRIMARY RECOVERY,SECONDARY DECLINE,624,223,160,62,2005,522641,,1980,1555397,OFFSHORE,77,,,2400,5275,,,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,4523,4600,4,850,CRETACEOUS,24:COASTAL,LAYER-CAKE,NONE,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,1100,771,0.7,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,26,600,,28.5,,5.86,,0,,0,200,,1.08,1000,-49,75000,,48000,16000,3218,,33.3,33.3,,26.63,,,,25.8,,,,,DRILLING/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,GAS LIFT,SAND SCREEN,HIGH WATER-CUT WELL SHUT-IN/INTERMITTENT PRODUCTION OF HIGH WATER-CUT WELLS/RE-COMPLETION/WATER CONING CONTROL
SAIH RAWL,BARIK,1P ,OMAN,MIDDLE EAST,GHABA SALT,21.318,56.7018,GAS-CONDENSATE,2006,PRIMARY RECOVERY,,,81,81,0,2006,146696,,2006,147000,ONSHORE,-427,279,,7440,,2006,3626,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,14666,14239,3.5,720,ORDOVICIAN/CAMBRIAN,24:COASTAL,LAYER-CAKE,SHALE/TIGHT CLASTICS,LATERAL FACIES CHANGE/LATERAL SHALE-OUT,700,,,,SANDSTONE,MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,9,7,,0,,,,0,,0,,80,,,,,20,,,,,,,70,,,,,,,,,,DRILLING/STIMULATION,MULTI-LATERAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
SAIH RAWL,SHUAIBA,1P ,OMAN,MIDDLE EAST,GHABA SALT,21.318,56.7018,OIL,2003,SECONDARY RECOVERY,,,49,49,0,2003,47000,75,2003,47000,ONSHORE,-427,169,4527,2245,4527,,,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,4478,4052,0.3,115,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,NONE,NONE,200,190,0.95,,CARBONATES,MUDSTONE/WACKESTONE,FORAMINIFERA,TYPE IV,MICROPOROSITY,27,7,,34,,1.53,4.57,0,,0,107,,1.1,765,,,20,566,242,,,,43,,12.19,,,,,1994,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,ESP/GAS LIFT,,
SAJAA,THAMAMA (SHUAIBA),1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,25.3341,55.6877,GAS-CONDENSATE,1999,PRIMARY RECOVERY,SECONDARY PEAK OR PLATEAU,41,41,30,0,1997,132020,,1985,157033,ONSHORE,-229,270,10220,7800,11000,1999,2800,GAS DRIVE,1111:THRUST ANTICLINE,10449,10220,12,3280,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,BLOCK-BOUNDING FAULT/TIGHT CARBONATE,NONE,233,,,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/RUDIST,TYPE III,MICROPOROSITY,9.9,1,,49.7,0.81,1.11,0.9,0.02,76.1,5.4,,116,,,-25,40000,15,,1450,,3218,,,80,,37.09,,,,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,,,,ACID WASH/COILED TUBING TREATMENT/RE-COMPLETION/SELECTIVE PERFORATION/SIDETRACKING
SALAM,ALAM EL BUEIB UNIT3,1P ,EGYPT,AFRICA,MATRUH-SHUSHAN,30.8,26.75,OIL,1992,SECONDARY RECOVERY,DECLINE,33,23,14,107,1992,5204,,,,ONSHORE,-640,228,7656,3426,7656,1992,3300,AQUIFER DRIVE,112:TRANSPRESSIONAL ANTICLINE,8296,7656,2,67,CRETACEOUS,24:COASTAL,LAYER-CAKE,NONE,NONE,,,,19.2,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,SECONDARY INTERGRANULAR,16.6,,,44,,5.3,,0.05,,6,167,,1.2,559,79,183192,22,47.8,22.5,4.1,,,47,,38.49,,,,,1988-12,CONTINUOUS WATER INJECTION,,,DRILLING,HORIZONTAL WELL,,,,,
SALAM,BAHARIYA (LOWER),1P ,EGYPT,AFRICA,MATRUH-SHUSHAN,30.8,26.75,OIL,1992,SECONDARY RECOVERY,DECLINE,,,,0,,,,1987,5000,ONSHORE,-640,200,,2389,5325,,,AQUIFER DRIVE,112:TRANSPRESSIONAL ANTICLINE,5965,5325,2,48,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,LATERAL FACIES CHANGE,600,,,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,,SECONDARY INTERGRANULAR,22,,,40,,5,,0.05,,0,702,,1.46,1540,79,85564,46,35,18.7,,,,53.4,,,,,,,1988-12,CONTINUOUS WATER INJECTION,,,DRILLING,HORIZONTAL WELL,,,,,
SALAM,BAHARIYA (UPPER),1P ,EGYPT,AFRICA,MATRUH-SHUSHAN,30.8,26.75,OIL,1992,PRIMARY RECOVERY,DECLINE,,,,0,,,,,,ONSHORE,-640,205,,2390,5240,,,GRAVITY DRAINAGE,112:TRANSPRESSIONAL ANTICLINE,5690,5050,2,171,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,NONE,200,,,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,,SECONDARY INTERGRANULAR,24,,,40,,,,0,,0,,,,,,,46,19.6,2,,,,10.2,,,,,,,,,,,DRILLING/STIMULATION,HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
SALAWATI A,KAIS,1P ,INDONESIA,ASIA-PACIFIC,SALAWATI,-1.33,130.9703,OIL,2000,PRIMARY RECOVERY,MATURE,9,9,3,13,2000,37,,1978,37276,ONSHORE,-30,167,5413,2340,5413,,,AQUIFER DRIVE,2121:ORGANIC BUILDUP,5089,5059,0,580,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATE,NONE,577,463,0.8,141.12,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/CORAL/FORAMINIFERA,TYPE IV,MOLDIC/VUGGY,16.5,,,38,,3.5,,10.31,,0,211,,,,-9.4,3000,24,75,36,6,,,48,,40,,,,,,,,,STIMULATION/ARTIFICIAL LIFT,,ACIDIZATION,,GAS LIFT,,
SALMAN-ABK (ABK),ARAB D2,1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,25.429,53.1,OIL,2000,SECONDARY RECOVERY,DECLINE,,,,0,2000,17000,88,1976,,OFFSHORE,112,,,,,,,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,7565,7677,4.5,345,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,NONE,NONE,525,315,0.6,,CARBONATES,PACKSTONE/GRAINSTONE,STROMATOPOROID/OOLITE/PELOID,,INTERPARTICLE,20,500,,32,0.82,1.07,467.28,0.7,,0,,,,,,,16,2650,1400,,,,52.9,,15.09,,,,,1997,GAS INJECTION,,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL/MULTI-LATERAL WELL,,,ESP/GAS LIFT,,
SALMAN-ABK (SALMAN),SURMEH (ARAB),1P ,IRAN,MIDDLE EAST,RUB AL KHALI,25.494,53.15,OIL,2006,PRIMARY RECOVERY,DECLINE,,,,0,2006,100000,,1977,200000,OFFSHORE,112,200,7970,3100,7970,,,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,7565,7677,4.5,443,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,EVAPORITE,NONE,525,330,0.6,,CARBONATES,PACKSTONE/GRAINSTONE,STROMATOPOROID/PELOID,,INTERPARTICLE,,,,33,0.82,1.14,,0,,0,270,,1.21,950,,,,12000,2830,,,,16.6,53.3,12.3,,,,,,,,,,HORIZONTAL WELL/MULTI-LATERAL WELL,,,,,
SALT CREEK,FRONTIER (FIRST WALL CREEK),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,POWDER RIVER,43.3984,-106.2921,OIL,2007,ENHANCED OIL RECOVERY,MATURE,,,,8,2007,,98.8,1916,11426,ONSHORE,-4900,91,,562,,,,GAS DRIVE,1112:FORELAND ANTICLINE,785,-4115,15,500,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,SEALING FAULT,120,,,21.64,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,18,12,,37,,3.6,3.33,0.16,,0,550,,1.11,,,7000,,,,,,,,,,,,,,1954,CONTINUOUS WATER INJECTION,2004,MISCIBLE,DRILLING/STIMULATION,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
SALT CREEK,FRONTIER (SECOND WALL CREEK),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,POWDER RIVER,43.3984,-106.2921,OIL,2007,ENHANCED OIL RECOVERY,MATURE,,,,8,2007,7950,98.8,1923,96715,ONSHORE,-4900,110,-2069,600,-3549,,,GAS DRIVE,1112:FORELAND ANTICLINE,1441,-3459,15,1390,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE,SEALING FAULT,75,,,21.64,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBLITHARENITE,,PRIMARY INTERGRANULAR,19,52,,37,,3.6,14.44,0.16,,0,,,1.11,,,12000,,850,425,,,,50,,46.68,,,,,1926,CONTINUOUS WATER INJECTION/GAS INJECTION,2004,MISCIBLE,DRILLING/STIMULATION,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,
SALYM,BAZHENOV,2P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,60.3586,70.9331,OIL,1986,PRIMARY RECOVERY,DEVELOPING,,200,,0,,137,,,,ONSHORE,-330,280,9186.35,5300,9186.35,,,COMPACTION,252:ORGANIC-RICH SHALE,9186.35,8858.27,1.5,820.21,JURASSIC,25:DEEP MARINE,LABYRINTH,NONE,NON-FRACTURED ZONE,98.43,,,,SANDSTONE,,,TYPE II,MICROPOROSITY,6.1,0.07,,38.5,,0.47,0.14,2.5,65,0,842,,,2750,-60,,,,,,,,,,,,,,,,CONTINUOUS WATER INJECTION,,,DRILLING/STIMULATION,HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
SALYM,CHERKASHIN,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,60.3586,70.9331,OIL,2011,SECONDARY RECOVERY,PEAK OR PLATEAU,800,350,,62,,167123,,,,ONSHORE,-330,181,7217.85,3263,7217.85,2011,2611,COMPACTION,1161:FAULT-BLOCK COMPACTION ANTICLINE,7545.93,7217.85,1.5,213.25,CRETACEOUS,24:COASTAL,LABYRINTH/LAYER-CAKE,SHALE,LATERAL SHALE-OUT,328.08,,,14,SANDSTONE,,SUBARKOSE,,,17.5,50,,30.4,0.87,2,25,0,,0,198,,1.1,986,,,54,2013,1153,881,,,57.3,,13.51,,,,,2005-12,CONTINUOUS WATER INJECTION,,CHEMICAL,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/SCALE INHIBITOR TREATMENT,MODIFICATION IN INJECTION PATTERN,ESP,,COILED TUBING TREATMENT/CORROSION INHIBITOR TREATMENT/PAD DRILLING/RE-COMPLETION/RE-PERFORATION/SIDETRACKING
SAMAAN,MAYARO,1P ,TRINIDAD AND TOBAGO,LATIN AMERICA,EASTERN VENEZUELA,10.3421,-60.6804,OIL,2005,SECONDARY RECOVERY,MATURE,89,68,26,400,2005,3522,,1976,55923,OFFSHORE,185,,,1800,3815,1987,923,AQUIFER DRIVE,112:TRANSPRESSIONAL ANTICLINE,3215,3400,8,7000,NEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,SEALING FAULT,7500,1500,0.2,,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,23,200,,37,,,,0.5,,0,3350,,,,,,,,260,29,,,50,,,,,,3.82,1987,CONTINUOUS WATER INJECTION,,,ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,,,GAS LIFT,,SIDETRACKING
SAMARANG,STAGES IVC-IVF,1P ,MALAYSIA,ASIA-PACIFIC,SABAH,5.6284,114.8906,OIL,1994,SECONDARY RECOVERY,DECLINE,,87,87,50,1994,31000,,1979,72000,OFFSHORE,90,176,6352,2835,6450,1992,1828,AQUIFER DRIVE,1181:ROLLOVER ANTICLINE,1180,1275,7,,NEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,NONE,6739,4043.4,0.6,152.4,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,23,250,,37,0.7,0.4,625,2.1,,0,725,,1.4,2400,45,,35,969,530,,,,53.7,58.8,46.73,,,,,,GAS RECYCLING,,,DRILLING/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,,GRAVEL PACK,RE-COMPLETION/SIDETRACKING
SAMGORI,UNNAMED,1P ,GEORGIA,FORMER SOVIET UNION,KARTLI,41.73,45.1184,OIL,2004,PRIMARY RECOVERY,MATURE,130,117,,130,2003,1929,,1982,60000,ONSHORE,-2460,,,3300,6400,1984,2900,AQUIFER DRIVE,1111:THRUST ANTICLINE,6955,4495,20,2460,PALEOGENE,32:VOLCANICS,LABYRINTH,STRUCTURAL SADDLE/VOLCANICS,NON-FRACTURED ZONE,2050,,,,OTHERS,,,TYPE II,FRACTURE,4,14.8,,40,,,,0.22,,0,350,,,,,5500,,550,200,32,,,36.4,,30.55,,,,1.71,,,,,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,,,ROD PUMP/GAS LIFT,,HIGH WATER-CUT WELL SHUT-IN/SIDETRACKING
SAMOTLOR,VARTOV-MEGION-ALYM,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,60.9522,76.3672,OIL,2009,SECONDARY RECOVERY,MATURE,20000,13400,13400,25,2009,619000,94,1980,3257500,ONSHORE,-130,158,5580,2572,5482,,,AQUIFER DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,5180,5050,0.5,,CRETACEOUS,24:COASTAL,LAYER-CAKE,SHALE/TIGHT CLASTICS,LATERAL FACIES CHANGE/LATERAL SHALE-OUT/SEALING FAULT,2300,483,0.21,83.21,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,ARKOSE,,PRIMARY INTERGRANULAR,24,500,,37,0.8,1,343,4.4,85,0.7,325,,1.26,1283,,24000,40,55000,28870,6913,7100,,47.6,,35.07,,41,-0.011,1.96,1969-10,CONTINUOUS WATER INJECTION/CYCLIC WATER INJECTION/BAFFLE WATER INJECTION/WAG IMMISCIBLE INJECTION,1977,CHEMICAL/MISCIBLE/OTHER,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL/EXTENDED REACH WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/VIBRATION,CHANGING WATER INJECTION DIRECTION,ROD PUMP/ESP/PCP/GAS LIFT,,PROFILE MODIFICATION/RE-COMPLETION/SHUT-IN WELL REOPEN/SIDETRACKING/WATER PLUGGING
SANAND,KALOL (K-III),1P ,INDIA,ASIA-PACIFIC,CAMBAY,23.1,72.417,OIL,2007,ENHANCED OIL RECOVERY,SECONDARY DECLINE,88,62,44,44,2007,1541,69.1,1987,2640,ONSHORE,-148,185,4117,2020,4200,2007,1422,GAS DRIVE,113:INVERSION ANTICLINE,3933,3789,2.5,571,PALEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE/COAL,NONE,,33,0.75,7.01,SANDSTONE,MEDIUM-GRAINED SAND/COARSE-GRAINED SAND,,,PRIMARY INTERGRANULAR,25,1500,1000,22.3,,19,75,9.2,86.3,0.4,123.5,,1.06,1138,75.2,13530,43,83.9,30.5,10.4,,15,36.4,61,23.96,,37,0.008,0.49,,,1985-04,CHEMICAL,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,,,ROD PUMP,,WATER PLUGGING
SANISH,MIDDLE BAKKEN,2P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,47.9739,-102.5461,OIL,2013,PRIMARY RECOVERY,DEVELOPING,380,,380,0,2013,,25.3,,,ONSHORE,-2000,210,10500,6000,10500,,,GAS DRIVE,242:FRACTURING,9300,7300,0.7,,CARBONIFEROUS/DEVONIAN,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT,LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,,,,,SANDSTONE,SILTWACKESTONE,LITHARENITECRINOID/ECHINOID/GASTROPOD/MOLLUSCS,TYPE II,SECONDARY INTERGRANULAR,,0.04,,42,0.95,0.95,,0,,0,1000,,1.51,,,,40,2800,350,272.11,,12.5,12.5,,2.78,,,,0.75,,,,,DRILLING/STIMULATION/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,HYDRAULIC FRACTURING (MULTI-STAGE),,,,PAD DRILLING/RE-COMPLETION/STEP-OUT DEVELOPMENT DRILLING
SANTA BARBARA,NARICUAL-SAN JUAN,1P ,VENEZUELA,LATIN AMERICA,EASTERN VENEZUELA,9.7,-63.5,OIL,2002,SECONDARY RECOVERY,PEAK OR PLATEAU,,,138,200,2002,489552,,1998,,ONSHORE,-600,290,15800,12000,15800,2002,7500,GAS DRIVE,1111:THRUST ANTICLINE,13400,12800,10,6200,NEOGENE/PALEOGENE/CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALE/COAL,LATERAL FACIES CHANGE,2950,2006,0.68,609.61,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,SECONDARY INTERGRANULAR,12,300,,33,0.78,,,0,,0,1600,160,,3800,,,20,9777,,1469,,13,33,,8.75,,,,,1999-10,GAS INJECTION,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,HYDRAULIC FRACTURING (SINGLE STAGE),,,,WATER PLUGGING
SANTA ROSA,OFICINA,1P ,VENEZUELA,LATIN AMERICA,EASTERN VENEZUELA,9.4779,-64.4024,OIL,2001,SECONDARY RECOVERY,DECLINE,290,107,13,40,2001,715,,1966,51252,ONSHORE,-500,180,4000,2350,5100,,,GAS DRIVE,1111:THRUST ANTICLINE,1800,1325,14.75,,NEOGENE,24:COASTAL,JIGSAW-PUZZLE,SHALE,LATERAL FACIES CHANGE/SEALING FAULT,5750,1300,0.23,76.2,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,19,286,,44,,0.38,288,12.14,70,0,,110,2.14,4675,75.2,14540,27.5,,1522,15.8,,,19,,18.34,,,,7.7,1955,GAS RECYCLING,,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT,HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,GAS LIFT,,
SANTA ROSA,RG-14 (CO-EF),1P ,VENEZUELA,LATIN AMERICA,EASTERN VENEZUELA,9.4779,-64.4024,OIL,1995,SECONDARY RECOVERY,DECLINE,70,54,16,40,1995,7704,,1961,23538,ONSHORE,-500,280,7800,4445,7800,1995,2625,GAS DRIVE,1111:THRUST ANTICLINE,7060,6560,14.75,4750,NEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,,,,,,29.26,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,15,200,,45,,0.38,288,0,70,0,1881,110,2.2,4675,,14540,,409.8,,14.3,,,65.4,,58.33,,,,,1955,GAS RECYCLING,,,DRILLING,HORIZONTAL WELL,,,,,
SANTA ROSA,SAN JUAN,1P ,VENEZUELA,LATIN AMERICA,EASTERN VENEZUELA,9.4779,-64.4024,GAS-CONDENSATE,2001,PRIMARY RECOVERY,DECLINE,12,8,3,0,2001,1127,,1985,5398,ONSHORE,-500,260,10500,4679,10500,2001,2476,GAS DRIVE,1111:THRUST ANTICLINE,8600,8100,14.75,,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,,,2400,253,0.1,77.12,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,8.5,40,,46,,,,1.25,70,0,,31,,,75,14540,25,48.83,29.83,,124,,,89,,46.76,,,,,,,,,,,,,,
SANTHAL,KALOL,1P ,INDIA,ASIA-PACIFIC,CAMBAY,23.409,72.202,OIL,2006,ENHANCED OIL RECOVERY,PRIMARY REJUVENATING,,120,120,22,2006,7805,68,1986,11200,ONSHORE,-500,158,3280,1465,3280,,,AQUIFER DRIVE,2232:ONLAP ONTO STRUCTURAL FLANK UNCONFORMITY,3210,2717,6,492,PALEOGENE,24:COASTAL,LAYER-CAKE,SHALE/COAL,NONE,160,,,12.8,SANDSTONE,MEDIUM-GRAINED SAND,,,PRIMARY INTERGRANULAR,28,2500,,17,,60,41.66,0,,0,85,,,,,11500,26,355,160,91,,18,45,,19.44,,31,0.053,,,,1997,THERMAL,ARTIFICIAL LIFT/SAND CONTROL,,,,ROD PUMP/PCP,GRAVEL PACK,
SARIR,SARIR (SARIR C),1P ,LIBYA,AFRICA,SIRT,27.6431,22.5231,OIL,2004,SECONDARY RECOVERY,SECONDARY REJUVENATING,341,288,,1000,2001,233000,,1970,408044,ONSHORE,-400,90,,3924,8200,1989,3301,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,8565,8165,0.7,300,CRETACEOUS,21:FLUVIAL,LAYER-CAKE,SHALE,LATERAL SHALE-OUT/NONE,1200,,,,SANDSTONE,MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,18.5,250,,36.8,,7,35.71,19.25,,0,143,,1.16,,65,195000,20,12000,6500,4880,,25,54.2,,13.49,,,,22.57,1970,CONTINUOUS WATER INJECTION,,,DRILLING/ARTIFICIAL LIFT/SAND CONTROL,HORIZONTAL WELL,,,ESP,GRAVEL PACK,
SATAH,ARAB C,1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,24.9214,52.5543,OIL,2000,SECONDARY RECOVERY,PRIMARY REJUVENATING,24,12,10,0,2000,23150,,2000,23150,OFFSHORE,20,,,,,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,8995,9015,3.5,560,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,EVAPORITE,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,132,,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,17,10,,41.5,,,,0,,0,351,,,,,,,800,240,166.8,,,30,,9.15,,,,20,1987-07,CONTINUOUS WATER INJECTION,,,OTHER RESERVOIR MANAGEMENT,,,,,,H2S CONTROL
SATAH,ARAB D,1P ,UNITED ARAB EMIRATES,MIDDLE EAST,RUB AL KHALI,24.9214,52.5543,OIL,2000,SECONDARY RECOVERY,PRIMARY REJUVENATING,24,12,10,0,2000,23150,,2000,23150,OFFSHORE,20,,,,,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,9060,9080,3.5,550,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TAR MAT,LATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,317,,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,20,5,,41.5,,,,0,,0,690,,,,,,,800,240,166.8,,,30,,9.15,,,,20,1987-07,CONTINUOUS WATER INJECTION/GAS INJECTION,,,OTHER RESERVOIR MANAGEMENT,,,,,,H2S CONTROL
